SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandsync.3
0,1,0,1,1,1,0,1,0,0,0,1,1,1,2551.1
1,0,0,0,1,0,0,0,0,1,0,1,1,1,2541.0
1,0,1,1,0,0,0,1,1,0,1,0,1,0,2534.7
0,0,1,0,1,1,1,1,0,0,0,0,0,1,2539.2
1,0,0,0,0,1,0,0,1,0,0,1,1,0,2549.6
1,0,0,0,1,1,1,1,0,1,0,0,0,1,2521.6
0,1,1,1,0,0,0,0,0,0,0,0,1,1,2524.5
1,1,0,1,0,1,0,1,1,1,0,0,0,0,2521.9
0,1,1,1,0,0,0,1,1,1,0,0,0,0,2559.3
0,1,1,1,1,1,0,0,1,1,1,1,1,1,2544.8
1,0,0,0,0,0,0,0,0,0,1,0,1,0,2535.5
0,1,0,1,0,0,0,1,1,1,0,1,0,0,2545.0
0,1,0,0,0,0,1,1,1,1,1,0,0,1,2527.7
0,0,0,0,0,1,0,0,1,0,0,0,0,1,2540.6
1,1,0,1,1,1,0,1,0,0,1,1,1,1,2565.2
0,0,1,0,0,1,1,1,0,1,0,1,1,1,2554.3
0,0,0,1,1,1,0,0,1,0,1,1,1,0,2549.9
0,1,0,0,1,1,0,0,1,0,0,0,0,0,2535.2
1,0,0,0,0,1,1,1,0,0,0,1,0,0,2542.8
1,1,0,1,0,0,0,1,1,0,0,1,1,1,2546.3
1,1,0,0,0,1,1,1,0,0,0,0,1,0,2533.5
1,0,0,1,1,0,0,1,1,1,1,1,1,1,2546.8
0,1,1,0,1,0,1,1,1,0,0,1,1,1,2573.7
0,1,0,1,1,0,1,1,0,0,0,0,1,0,2532.1
1,0,0,0,1,1,1,1,1,1,1,0,0,0,2557.5
1,0,1,1,0,1,0,1,0,0,1,1,0,1,2546.5
1,0,1,0,1,0,0,1,1,0,1,0,0,1,2528.5
1,1,1,1,1,1,1,1,1,1,1,0,1,1,2518.7
1,1,1,0,1,1,0,0,1,1,0,1,1,1,2531.4
0,1,0,1,1,0,0,0,1,0,1,0,0,1,2511.9
1,0,1,0,1,1,0,1,1,1,1,0,1,1,2514.8
0,0,0,1,1,0,1,1,0,1,1,1,0,0,2554.2
1,0,0,0,0,1,0,1,1,0,1,0,0,1,2521.7
1,0,1,0,0,1,1,1,1,1,0,0,1,0,2539.2
0,0,0,1,0,0,1,1,1,1,1,0,1,1,2535.4
0,0,0,0,1,0,1,1,1,1,1,1,0,0,2552.3
0,1,1,0,0,0,1,0,1,0,1,0,1,0,2530.1
0,1,0,0,1,0,1,0,0,0,1,0,0,0,2546.9
1,0,0,1,1,1,0,1,0,1,1,1,1,1,2538.3
1,1,0,0,1,0,0,0,1,1,1,1,1,0,2559.4
1,1,0,1,0,0,0,0,0,1,0,1,1,1,2564.7
0,0,1,1,1,1,1,0,1,1,0,1,1,0,2580.6
0,1,1,0,0,0,1,0,1,0,0,0,1,0,2528.1
0,1,0,1,1,0,1,1,0,1,1,1,0,0,2547.7
0,1,1,0,0,1,0,0,1,1,1,1,1,1,2557.8
1,0,1,1,0,1,1,0,1,1,0,1,0,0,2553.1
0,1,0,1,0,0,1,1,1,0,1,0,0,1,2537.2
1,0,1,1,0,0,1,0,1,0,1,1,1,1,2576.4
0,0,1,1,0,1,1,0,1,0,1,0,0,1,2527.6
0,0,0,1,1,1,0,1,0,1,0,1,0,1,2545.8
1,1,1,0,0,0,0,1,1,1,1,1,0,1,2549.6
0,1,0,0,0,1,0,0,1,1,0,0,1,0,2533.7
1,0,0,1,1,1,1,0,1,0,0,0,1,1,2539.4
1,1,0,1,1,1,1,1,0,1,1,1,1,1,2541.9
1,0,1,0,0,1,0,0,1,1,1,0,0,1,2518.8
0,1,0,1,1,0,1,1,1,1,1,1,0,0,2543.8
1,0,0,1,0,1,0,0,0,1,1,0,0,1,2529.2
0,1,0,1,0,1,1,1,0,0,1,1,1,0,2535.7
1,0,1,1,0,0,0,1,1,0,1,1,1,1,2544.9
1,0,1,1,0,0,0,0,1,0,1,1,1,1,2545.5
0,1,1,1,1,0,1,1,0,1,0,1,0,1,2555.9
1,1,1,1,1,1,1,0,0,0,0,0,0,1,2542.9
1,0,0,0,1,0,0,0,1,1,1,0,0,1,2528.2
0,0,0,0,1,0,1,0,1,1,1,0,0,0,2537.6
0,1,1,1,0,1,1,1,0,1,1,0,1,0,2533.2
0,1,1,0,0,0,1,0,1,0,1,1,1,0,2572.8
0,0,0,0,0,1,0,0,0,0,0,1,0,1,2557.4
1,1,0,0,0,1,1,1,0,0,1,1,1,0,2554.4
1,0,0,0,0,0,1,0,0,0,0,1,0,0,2559.1
1,1,0,1,1,1,0,1,0,1,0,1,1,0,2555.9
0,1,0,1,1,1,1,0,1,1,1,0,1,1,2543.1
0,1,0,1,1,0,0,0,0,0,0,0,0,1,2530.8
1,1,0,1,0,0,0,1,1,1,0,0,1,0,2511.5
0,1,0,1,1,0,0,0,0,0,1,1,1,0,2532.7
0,1,1,1,0,1,1,1,1,1,0,0,1,1,2535.5
0,0,1,1,1,0,1,1,0,1,1,0,1,1,2549.3
1,1,0,0,0,0,1,0,1,1,0,1,0,1,2562.5
0,0,0,0,1,0,1,1,0,0,1,1,1,0,2547.9
1,1,0,1,0,0,0,0,0,0,1,0,0,0,2549.1
0,1,1,0,0,0,1,1,0,1,0,0,1,0,2561.1
1,0,1,1,1,1,0,0,1,0,1,0,0,1,2524.5
1,1,1,1,0,0,1,0,1,1,1,1,0,0,2546.2
1,0,1,0,0,0,1,1,0,0,0,0,0,0,2530.8
1,1,1,0,1,1,0,0,1,0,0,0,0,0,2539.1
1,1,0,0,1,1,0,0,1,0,0,1,0,0,2559.6
0,0,0,1,1,0,1,0,0,1,0,0,0,0,2544.0
0,0,0,0,1,1,0,0,1,0,1,1,0,0,2548.6
0,0,1,1,0,0,1,1,1,1,1,0,0,1,2553.4
1,0,1,0,0,0,0,1,0,1,0,0,0,0,2515.3
0,0,1,0,1,1,0,0,1,0,0,1,1,0,2545.4
0,0,0,1,1,1,0,1,0,1,0,1,1,1,2571.3
1,1,1,1,1,0,1,0,0,1,1,0,1,0,2515.8
0,1,1,1,0,1,1,1,0,0,1,1,1,1,2543.1
0,0,1,1,0,1,0,0,1,0,0,0,1,0,2541.9
0,1,1,1,1,0,0,1,0,0,1,1,0,1,2556.2
0,0,1,1,0,0,1,1,0,0,1,0,0,1,2527.3
1,1,1,0,1,1,1,0,1,0,0,0,1,0,2526.8
1,1,0,0,1,0,1,0,0,1,0,0,0,0,2547.7
0,0,1,1,1,1,0,1,0,1,0,1,1,1,2543.0
0,0,1,1,1,0,1,0,0,1,1,0,1,1,2542.3
0,1,0,0,1,0,0,0,1,1,0,0,1,0,2539.8
0,0,1,0,0,0,1,1,0,0,1,1,0,0,2538.1
1,1,0,0,0,0,0,1,1,1,1,0,0,0,2562.6
0,1,0,0,1,0,0,0,0,1,1,0,1,0,2546.8
0,0,1,1,0,0,0,1,0,0,0,0,0,0,2525.8
1,0,1,0,1,0,0,0,1,0,0,1,0,0,2563.5
1,0,1,1,1,0,0,1,0,0,0,1,1,0,2550.1
0,1,1,0,0,0,1,1,0,1,0,0,0,1,2558.7
1,0,1,1,0,0,0,0,0,0,1,0,1,0,2544.0
1,0,0,0,0,0,1,0,0,1,1,0,1,1,2532.3
1,1,1,1,0,1,0,1,0,0,0,1,1,0,2553.6
0,1,1,0,0,0,0,0,1,1,1,1,0,0,2573.0
1,1,1,1,0,0,0,1,1,1,0,0,0,0,2536.3
0,0,0,1,1,0,0,0,0,1,1,0,1,0,2546.4
1,1,0,0,1,0,0,0,1,1,0,0,1,0,2530.2
0,1,1,0,0,0,1,0,1,1,0,0,1,1,2535.0
1,1,1,0,0,1,0,0,1,1,0,1,1,0,2535.5
0,1,0,1,0,1,1,1,1,1,1,0,1,1,2529.5
0,1,1,0,0,1,0,0,1,0,1,1,0,0,2556.5
1,0,0,0,1,1,0,0,1,1,0,1,1,1,2567.0
0,0,1,0,0,1,1,1,1,0,1,1,1,0,2553.9
0,1,0,1,1,0,1,1,1,0,1,0,0,1,2534.6
1,0,1,0,0,0,0,0,1,0,0,0,1,1,2546.3
0,1,1,0,0,0,1,0,0,0,0,0,1,1,2531.3
0,1,1,0,0,1,0,0,0,1,1,1,1,1,2566.1
0,1,0,1,0,0,0,0,0,0,0,0,1,1,2526.8
0,0,1,0,1,0,0,1,1,0,1,0,0,0,2555.1
1,1,0,0,0,1,1,0,1,0,0,1,0,1,2563.9
1,0,0,0,0,0,1,0,1,1,0,0,1,1,2535.5
0,1,1,1,0,1,0,0,1,0,1,0,1,0,2538.9
0,0,0,1,0,0,0,1,1,0,0,0,1,0,2512.4
1,0,1,0,1,0,0,0,0,1,0,1,1,0,2529.6
1,0,0,1,1,0,1,0,1,1,1,0,0,1,2537.2
1,1,1,0,1,0,1,0,1,1,0,0,1,1,2539.5
0,1,1,1,0,0,1,1,1,0,1,1,1,0,2554.2
1,1,0,1,1,0,1,1,1,0,0,1,1,0,2531.5
1,0,1,0,0,1,0,1,0,1,1,0,1,0,2540.8
0,1,0,0,1,0,0,0,1,0,1,0,1,1,2539.1
1,0,0,1,1,0,1,0,0,0,1,0,0,0,2541.9
1,0,1,0,1,1,1,0,0,1,0,0,0,1,2544.2
1,1,1,1,0,0,0,1,1,1,1,1,0,1,2543.3
1,1,1,0,0,0,0,1,0,1,0,1,0,0,2553.4
1,0,0,1,1,1,0,0,0,0,0,0,0,1,2545.0
0,1,1,1,0,0,0,1,1,0,1,1,0,1,2547.7
0,1,0,1,1,0,0,0,0,0,0,1,0,1,2549.3
0,0,0,0,0,1,1,0,1,1,1,0,0,0,2524.3
0,1,1,0,0,0,0,1,0,1,1,0,1,0,2557.9
0,1,1,0,1,1,0,0,0,1,0,1,1,1,2551.2
1,1,1,1,0,1,1,1,0,1,0,0,1,0,2524.6
0,1,0,0,1,0,1,0,1,1,0,1,0,0,2561.0
1,1,0,1,0,1,1,0,0,1,1,1,1,0,2541.3
1,1,1,0,1,0,1,1,1,0,1,0,0,1,2514.3
1,0,0,0,0,1,1,0,1,1,1,1,1,0,2548.3
0,0,1,1,0,1,1,1,1,1,1,0,0,0,2536.1
0,1,0,1,1,0,1,1,1,0,0,0,1,1,2508.4
1,0,1,1,0,0,1,0,1,0,0,1,1,1,2554.2
0,1,0,0,1,0,1,0,1,0,0,0,1,1,2525.5
1,1,1,1,1,0,1,0,1,1,0,0,0,0,2545.4
0,1,0,1,0,0,1,0,0,1,1,1,0,0,2550.5
1,1,1,1,1,1,1,1,1,1,0,0,0,0,2528.6
0,1,0,1,1,0,1,0,1,0,1,1,0,0,2564.4
1,0,0,1,1,0,0,0,0,1,1,0,0,1,2554.7
1,1,0,1,0,1,1,0,0,1,1,1,0,0,2555.1
0,0,1,1,1,1,0,0,1,0,0,0,0,1,2530.9
0,0,1,0,0,0,0,0,1,1,1,1,0,0,2538.3
0,0,1,0,0,1,0,0,0,0,1,0,1,0,2540.8
1,0,1,0,0,1,1,0,0,1,1,0,0,0,2533.0
1,0,0,1,0,0,1,0,1,0,1,1,0,1,2536.1
0,0,1,1,1,0,1,0,0,1,1,0,1,0,2535.0
1,1,1,1,0,1,1,0,0,0,1,0,1,1,2542.8
1,1,0,1,1,1,0,1,0,0,1,1,1,1,2556.1
0,1,0,1,1,0,1,0,1,0,0,0,0,0,2531.9
1,0,0,0,1,0,1,1,1,0,0,1,1,1,2545.4
0,0,1,0,1,1,1,0,0,0,0,1,1,0,2530.0
1,0,1,0,0,1,1,0,0,0,1,0,1,0,2528.6
0,0,0,0,1,1,0,1,1,1,1,1,0,1,2535.4
0,0,0,1,0,1,1,0,0,1,0,0,1,1,2526.1
1,1,0,1,0,0,0,0,1,1,1,1,0,0,2572.7
0,1,1,1,0,1,0,1,1,0,1,1,1,1,2531.4
0,1,1,1,0,1,1,1,0,0,0,1,1,1,2539.5
1,0,0,0,0,0,1,0,0,1,0,1,1,0,2557.1
1,1,1,0,1,1,1,1,0,0,0,0,1,1,2535.4
1,1,1,1,0,0,0,1,1,0,1,0,0,0,2522.9
0,0,0,1,0,0,1,1,1,1,0,1,0,0,2553.5
0,0,1,1,0,1,0,0,0,1,1,0,1,0,2522.9
0,0,0,1,1,0,0,1,0,1,0,1,1,1,2546.1
1,1,0,1,1,1,0,1,0,0,1,0,0,1,2511.3
1,0,1,1,1,1,1,1,0,1,0,0,0,1,2514.2
0,0,1,0,1,0,1,0,1,0,0,0,1,0,2524.7
0,1,0,0,0,1,0,0,0,0,0,1,1,0,2527.3
0,0,1,0,1,0,0,0,0,1,1,0,0,0,2550.8
1,1,0,1,0,1,1,0,1,0,0,0,1,1,2512.4
1,0,0,1,0,0,0,1,1,0,1,0,1,1,2537.4
1,1,0,1,1,0,1,0,0,1,1,0,0,1,2546.2
0,0,0,0,1,0,0,0,1,1,1,0,1,1,2552.2
0,1,1,0,0,0,0,1,0,1,0,1,1,1,2579.5
1,0,1,0,0,1,0,0,1,0,1,0,0,0,2518.2
0,1,0,1,1,1,0,0,1,0,1,0,0,0,2543.3
0,1,1,0,0,0,1,0,0,1,1,0,1,1,2541.6
1,0,0,1,1,0,1,1,0,1,0,1,1,1,2575.4
1,0,1,1,0,1,0,1,1,0,1,1,1,1,2554.2
0,0,1,1,1,0,1,1,1,1,1,0,1,1,2525.3
1,0,1,1,1,0,1,1,1,0,0,0,0,0,2536.4
1,0,1,1,1,1,0,0,0,0,1,0,1,0,2527.7
0,0,1,0,0,0,1,1,0,1,0,1,1,0,2543.8
1,1,1,0,1,1,1,1,0,0,0,1,1,1,2540.3
0,1,0,1,0,1,1,0,1,0,1,0,1,1,2538.7
0,1,1,1,0,0,0,0,1,1,1,0,0,0,2553.2
0,1,0,1,0,1,0,1,0,0,0,0,1,1,2534.1
1,1,0,0,1,0,0,1,0,0,0,1,1,0,2540.9
0,1,0,1,1,0,0,0,1,0,1,0,0,1,2545.2
0,1,1,0,0,1,1,0,0,1,0,0,0,0,2549.9
0,0,1,1,1,1,1,0,0,1,0,1,1,1,2565.8
1,0,1,1,1,1,0,1,0,1,0,0,0,1,2525.8
1,1,1,0,1,0,1,0,1,1,0,0,0,0,2541.3
1,0,0,0,1,1,0,1,1,0,1,1,1,1,2547.8
0,1,1,0,1,1,1,1,1,1,1,0,1,1,2523.0
0,0,1,0,1,1,1,1,1,0,1,1,0,1,2556.8
0,0,1,1,1,0,0,1,1,1,0,1,1,1,2543.7
0,0,0,0,1,0,1,1,0,1,0,0,0,0,2544.5
1,1,1,1,1,1,1,1,0,0,0,0,1,1,2515.6
0,0,1,1,0,0,0,1,1,0,0,0,1,1,2523.8
0,0,1,0,1,1,1,0,1,1,1,1,0,0,2539.2
0,1,0,1,1,0,0,0,1,1,0,0,1,1,2497.5
0,0,1,1,1,0,1,0,0,1,1,1,1,0,2545.8
0,0,0,1,0,0,0,0,1,0,1,1,0,1,2573.5
0,0,0,0,0,1,1,0,1,1,1,0,0,1,2545.2
1,0,1,1,1,1,0,1,1,1,0,1,1,0,2571.3
1,0,0,0,1,0,1,1,0,0,1,0,1,0,2555.8
1,0,0,0,1,0,1,0,1,0,1,0,1,0,2543.0
0,0,0,1,0,1,1,1,0,0,1,1,1,0,2560.5
1,1,0,1,1,1,0,1,1,0,0,1,0,1,2545.0
0,1,0,0,0,1,1,1,0,1,0,0,1,0,2531.9
1,1,1,0,0,1,1,1,1,1,0,1,1,1,2551.3
1,1,0,1,1,0,1,1,0,1,0,0,0,1,2544.8
0,1,1,0,0,1,0,1,0,0,1,1,0,1,2573.4
1,1,1,0,0,1,0,1,0,1,1,1,0,0,2545.0
1,1,0,1,1,1,1,0,0,0,1,0,1,0,2521.5
1,0,0,0,0,0,1,0,0,1,0,1,1,1,2535.1
1,1,0,1,1,0,1,1,0,1,0,1,0,1,2553.7
0,1,1,0,0,1,0,0,1,1,0,0,1,1,2515.0
1,1,1,1,1,1,1,0,1,1,1,0,0,0,2528.6
1,1,1,0,1,1,1,0,1,1,0,0,1,1,2527.9
0,0,1,0,1,1,1,1,1,0,0,1,1,1,2543.2
1,0,0,1,1,1,1,1,1,1,0,1,0,1,2549.5
1,0,1,1,1,0,0,0,1,1,0,0,1,1,2512.3
1,0,0,1,1,1,1,0,1,1,1,1,1,0,2576.0
0,0,1,1,1,0,1,1,1,1,0,1,0,0,2547.7
1,0,0,0,0,0,1,0,1,1,0,0,0,1,2562.7
0,1,0,0,1,0,1,0,1,0,0,0,1,0,2536.4
1,0,0,1,1,1,0,1,0,0,0,1,1,1,2559.5
0,0,1,0,0,1,1,1,1,0,0,0,0,1,2525.9
1,1,0,1,1,0,1,1,0,0,1,0,0,0,2539.2
0,1,0,0,1,1,1,1,1,0,1,1,0,1,2492.5
1,0,1,0,1,0,1,1,1,1,1,0,0,1,2536.2
1,0,0,0,1,0,1,1,1,0,1,0,0,1,2566.2
0,0,1,1,1,0,1,0,1,1,1,1,0,1,2555.3
1,1,1,1,0,0,0,0,0,0,0,0,1,0,2541.7
0,1,1,1,1,0,0,1,0,0,0,0,1,1,2524.0
1,1,0,1,1,0,1,0,1,0,1,1,0,1,2545.2
1,0,1,0,1,1,1,0,1,0,1,1,0,1,2540.4
0,0,0,1,0,1,0,0,1,0,0,1,0,0,2553.4
0,0,0,1,0,0,1,0,1,0,0,0,0,1,2522.7
0,1,1,1,1,0,0,0,1,0,1,1,0,0,2544.6
0,1,0,1,0,0,0,0,1,1,1,1,1,0,2551.2
0,0,0,1,1,1,0,1,1,1,1,1,1,1,2558.6
1,1,1,0,0,0,1,1,0,1,1,1,0,0,2551.9
0,1,0,0,0,1,1,1,0,0,1,0,1,0,2555.7
1,1,0,1,0,0,0,0,0,0,0,0,1,0,2532.1
0,0,1,1,0,0,1,0,1,1,1,1,1,1,2547.0
1,1,1,1,1,0,1,0,1,0,1,1,1,1,2556.0
1,0,1,1,1,0,0,0,0,1,1,1,0,1,2556.6
0,0,0,1,0,0,1,0,1,1,0,0,0,1,2525.9
1,0,0,1,0,1,0,0,1,0,1,1,1,1,2540.0
1,1,0,0,1,0,1,0,0,0,0,0,1,1,2512.4
0,1,1,0,0,1,0,0,0,1,1,1,0,1,2544.0
1,1,1,0,0,0,0,0,1,0,0,0,0,1,2537.8
0,0,1,0,1,1,0,0,0,0,1,0,0,1,2517.4
1,1,1,1,0,1,1,0,0,1,1,0,1,1,2542.2
0,1,0,0,1,1,0,0,0,1,1,1,0,0,2549.7
0,0,0,1,0,0,0,0,0,1,1,0,0,1,2530.7
0,0,1,1,1,1,1,0,0,0,1,1,1,1,2549.8
0,0,1,1,0,1,0,1,1,1,1,1,0,1,2541.7
0,0,1,0,1,0,1,0,1,1,0,1,0,0,2578.3
1,1,1,0,0,1,0,1,0,1,0,0,1,0,2532.6
0,1,1,0,0,0,0,1,0,1,1,1,1,1,2537.2
0,0,0,1,1,1,0,0,0,1,1,1,1,0,2549.2
0,1,0,0,0,1,1,0,1,1,1,1,1,0,2535.4
1,1,0,1,0,0,1,1,1,0,1,0,1,0,2544.3
1,0,1,0,1,0,1,0,0,1,1,1,1,1,2549.1
1,1,0,0,0,1,0,1,0,1,1,0,1,0,2532.2
1,1,0,1,1,1,0,0,1,1,1,1,1,0,2541.1
0,1,1,1,0,0,0,1,1,1,1,1,0,0,2548.8
0,1,1,1,0,1,0,0,0,0,0,0,0,0,2543.7
1,0,1,0,0,0,1,0,0,0,1,0,1,0,2449.2
1,0,0,0,1,0,1,1,0,1,0,0,0,1,2539.6
0,0,1,0,0,1,0,0,0,0,0,0,1,1,2535.5
0,1,0,0,1,0,0,0,0,1,0,0,1,1,2536.3
0,0,1,0,1,0,1,1,0,0,1,1,0,0,2583.8
1,1,0,1,0,0,0,1,0,1,1,1,0,1,2566.8
0,0,1,0,0,1,0,0,1,0,0,1,0,1,2555.8
0,0,0,1,0,1,1,0,0,0,1,1,0,0,2569.0
0,0,1,1,1,0,0,0,1,0,0,0,0,1,2527.3
0,1,0,1,1,0,0,0,1,0,1,0,0,0,2519.2
1,0,0,0,0,0,1,0,1,0,1,1,1,1,2549.0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,2537.1
1,1,1,1,0,0,0,0,1,1,1,1,1,0,2558.9
0,0,0,0,0,0,1,1,0,0,0,0,1,1,2526.7
0,1,0,0,0,1,1,0,1,0,1,1,0,0,2551.4
0,0,0,0,1,1,0,1,1,1,0,0,0,0,2540.4
0,0,1,0,0,0,1,1,1,0,0,0,0,1,2537.5
0,0,1,0,1,0,1,0,0,0,1,1,1,1,2536.7
0,0,1,1,0,1,1,1,1,0,0,0,1,0,2545.8
0,0,1,0,1,1,0,1,0,1,0,0,1,1,2548.3
1,1,0,1,0,0,0,0,0,0,0,1,1,0,2561.1
0,1,1,0,0,0,1,0,1,1,0,0,0,0,2540.1
1,1,0,1,1,1,0,0,0,1,0,0,0,1,2528.6
1,0,1,0,1,1,0,0,1,1,1,0,1,1,2534.7
1,0,0,0,1,1,1,0,0,1,1,0,1,1,2516.9
1,1,1,0,1,0,1,0,1,1,1,0,0,0,2522.9
1,1,0,1,0,0,1,0,0,0,1,0,1,1,2542.0
1,1,1,0,0,1,1,0,1,0,0,0,0,0,2546.4
1,1,0,0,0,0,0,1,1,0,0,1,1,0,2553.4
0,0,1,1,0,0,1,1,0,0,0,1,1,1,2543.8
0,1,0,1,0,1,0,1,1,1,1,1,0,1,2544.9
0,1,1,0,1,1,0,1,0,1,0,0,1,1,2513.9
1,1,1,0,0,1,0,0,0,1,0,1,1,0,2532.2
1,0,1,0,0,1,0,0,1,0,1,1,1,1,2535.6
1,1,0,1,0,1,0,0,0,1,0,0,1,0,2524.9
0,0,1,1,0,1,1,0,0,1,0,1,1,0,2550.9
0,1,0,0,1,0,1,1,0,1,0,1,1,1,2535.7
0,1,0,1,0,0,0,1,0,1,1,1,0,1,2550.1
1,0,1,1,1,0,0,0,1,1,1,0,1,1,2526.2
0,1,0,0,0,0,1,0,0,1,1,1,0,1,2540.7
0,0,0,1,0,1,1,0,1,1,1,1,1,1,2551.1
1,0,0,0,0,1,0,0,1,0,0,1,1,0,2549.2
0,0,0,0,0,1,0,0,1,1,1,0,0,1,2529.1
1,0,1,1,0,0,1,1,0,1,1,1,1,1,2541.6
0,0,0,0,1,0,1,1,0,0,1,1,0,0,2567.6
0,1,1,1,1,0,1,1,0,1,1,0,1,0,2558.9
0,1,1,0,1,0,1,0,1,0,0,1,1,1,2558.5
1,1,0,1,0,1,0,0,1,0,1,0,1,1,2522.4
0,0,1,1,1,0,1,1,0,0,0,1,1,1,2566.8
1,1,1,0,0,0,0,1,1,0,0,0,1,0,2527.4
0,0,0,1,0,1,1,1,1,0,0,1,0,1,2552.4
1,1,0,0,0,0,1,0,1,1,1,0,0,1,2532.9
0,1,1,0,1,0,0,1,1,0,0,0,0,1,2535.3
1,1,0,1,0,1,1,0,0,1,1,1,0,1,2565.7
1,1,1,0,1,0,1,0,1,0,0,1,0,0,2563.8
0,1,1,0,1,0,0,1,1,1,0,0,0,0,2555.0
1,1,0,0,0,0,1,1,0,1,0,0,1,1,2536.1
0,1,1,0,1,0,1,1,1,1,0,0,0,1,2535.7
0,0,1,0,1,1,0,1,0,0,0,1,1,0,2545.6
0,1,0,1,1,1,1,0,1,1,1,1,0,1,2523.6
0,0,1,1,0,0,0,0,1,1,0,0,0,0,2540.3
1,1,0,0,0,1,0,0,1,0,1,1,0,1,2549.1
0,1,0,1,0,1,1,0,1,1,0,0,1,0,2531.9
0,0,1,1,0,0,0,1,1,0,1,1,1,0,2551.7
0,0,1,1,0,1,0,1,1,0,1,1,0,1,2555.4
0,1,0,0,0,1,0,0,1,0,1,0,0,1,2526.0
1,0,1,0,0,1,0,1,1,1,0,1,1,1,2556.2
0,1,1,1,1,0,0,0,1,0,0,0,0,0,2555.5
1,1,0,1,0,1,0,1,0,1,1,0,1,1,2518.0
1,1,1,1,1,1,0,1,1,0,0,1,1,0,2539.6
0,1,0,1,0,0,0,1,0,0,1,0,0,0,2530.8
0,1,0,0,1,0,1,1,1,0,1,1,1,1,2538.8
1,1,0,1,0,1,0,0,0,0,0,0,0,1,2531.0
0,1,1,0,1,0,1,0,1,0,0,1,1,0,2539.1
0,0,0,0,0,1,1,1,0,0,0,0,0,1,2544.8
0,1,1,0,0,1,1,1,0,0,0,0,1,1,2534.2
1,0,0,1,1,1,0,1,1,0,1,1,1,1,2540.3
0,1,0,0,1,1,1,0,0,1,0,0,1,1,2517.3
1,0,0,1,1,0,0,0,0,1,0,1,0,1,2558.4
0,1,0,0,0,0,0,1,1,0,1,0,0,1,2527.3
1,1,1,0,0,1,1,0,0,0,1,0,0,1,2542.9
0,1,0,1,0,1,1,0,0,0,1,0,1,0,2536.6
1,1,1,0,0,1,0,1,1,1,1,1,0,0,2551.5
1,1,0,1,0,1,0,0,1,1,1,0,0,1,2544.5
0,0,0,0,1,0,0,1,0,1,1,1,0,1,2554.9
1,1,0,1,0,1,0,0,0,0,0,1,0,0,2480.1
1,1,1,0,0,1,1,1,0,1,0,0,0,0,2553.8
1,1,1,1,0,0,0,0,1,0,0,0,1,0,2525.2
1,0,1,1,0,1,0,1,1,1,0,1,0,0,2558.7
1,0,0,1,1,1,1,1,0,0,1,1,0,1,2575.9
0,0,1,1,0,1,0,1,0,1,1,1,1,0,2553.4
1,1,1,0,0,1,0,0,0,1,0,0,1,0,2518.5
0,0,1,1,0,0,0,0,0,1,0,0,0,0,2530.3
1,1,0,0,0,1,0,0,0,0,1,0,0,1,2548.6
0,1,0,1,0,1,0,1,0,0,0,0,0,0,2536.5
0,1,1,1,1,1,0,0,1,0,0,1,0,0,2556.0
1,0,1,1,1,0,1,0,1,0,1,0,0,1,2523.1
0,0,1,1,0,1,1,1,1,0,0,1,0,1,2549.3
1,1,1,1,0,0,0,0,0,1,1,1,0,0,2577.0
1,1,1,1,1,1,1,0,0,0,0,0,0,0,2535.6
0,0,1,0,0,0,0,0,0,0,1,0,1,0,2525.7
0,1,1,0,1,1,1,0,0,0,1,0,1,1,2523.2
0,0,1,1,1,0,0,0,0,0,0,1,1,0,2534.2
1,0,1,1,0,1,1,1,1,0,0,0,1,1,2523.0
1,1,0,0,1,0,0,1,1,1,0,0,0,0,2539.4
0,1,0,1,0,0,0,1,1,0,0,1,0,1,2541.0
1,0,0,0,1,0,1,0,1,0,0,1,0,1,2578.6
1,1,0,0,0,1,0,0,1,0,1,0,0,1,2553.8
1,0,0,1,0,0,0,1,0,1,1,0,1,0,2535.2
0,0,1,1,1,0,0,0,0,0,1,1,0,0,2535.5
0,0,0,1,0,1,1,0,1,0,1,0,0,0,2543.9
1,1,0,1,1,0,0,0,0,1,0,1,0,1,2556.7
0,0,0,0,0,1,1,1,1,0,0,0,0,0,2510.7
0,1,1,0,0,1,0,1,0,0,0,0,1,1,2544.5
0,0,0,0,0,1,0,1,1,1,0,1,1,0,2564.4
1,1,0,0,1,1,0,0,0,1,0,0,1,1,2531.5
1,1,0,0,0,1,0,0,1,0,0,1,1,1,2549.8
0,1,1,0,1,0,0,0,0,1,0,1,0,1,2562.3
1,0,0,0,0,1,1,0,1,0,0,1,0,0,2542.7
0,0,1,0,1,1,0,0,1,0,1,1,0,1,2564.5
