topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$latency
2,1,2,1000000,10,1,1,1000,1024,10000,2,0,0.000128735220658
2,1,4,1000000,1,0,1,1000,1024,10000,5,29,5.52511676644e-06
2,1,2,1000000,10,1,1000,10,1024,100,5,29,0.572895213674
2,1,4,1000000,1,1,1000,10,512,100,2,29,0.00794760421268
4,10,4,10,1,1,1,10,1024,100,5,0,5.52511676644e-05
4,10,2,10,10,1,1000,1000,1024,10000,5,0,0.598471807954
2,10,2,1000000,1,0,1000,10,1024,100,2,0,0.0107015986649
4,10,2,10,1,1,1,10,1024,100,2,29,5.30411209578e-05
4,10,4,10,10,0,1000,10,512,100,2,0,0.573552702569
2,10,4,10,10,1,1,10,1024,100,5,0,0.000138127919161
2,1,2,10,10,0,1000,10,1024,100,2,0,0.713771325915
2,1,4,1000000,1,1,1,10,512,100,5,29,9.11644266462e-06
2,1,4,1000000,1,1,1000,10,1024,100,5,0,0.00850177342435
2,1,2,1000000,1,0,1000,1000,1024,10000,2,29,0.00964934017674
4,10,2,1000000,10,0,1000,1000,1024,10000,2,29,0.653847567001
2,1,2,1000000,1,1,1000,10,512,100,5,0,0.00798324121582
2,10,2,10,1,0,1000,10,1024,100,5,29,0.0136619562284
2,1,2,1000000,10,1,1,10,512,100,2,0,0.000140890477544
2,10,2,1000000,1,0,1,1000,512,10000,5,0,3.03881422154e-06
2,10,2,10,10,1,1000,10,1024,100,5,0,0.532047196652
2,10,4,10,1,0,1000,10,512,100,2,0,0.00998885860204
4,10,2,1000000,1,0,1000,10,1024,100,2,0,0.0235231846331
4,1,2,10,1,1,1,1000,512,10000,5,0,6.46438661673e-05
4,10,2,1000000,10,1,1,10,1024,100,5,29,0.000399465942213
4,1,4,1000000,10,1,1000,1000,1024,10000,5,29,0.557239242805
2,1,4,1000000,1,0,1,10,512,100,2,0,6.3538842814e-06
4,10,2,10,10,1,1000,1000,1024,10000,2,29,0.63710038557
4,10,4,10,10,1,1,10,512,100,2,29,0.000408582384878
2,1,4,10,10,0,1,1000,512,10000,2,0,0.000137575407484
2,1,4,1000000,10,1,1000,10,512,100,5,29,0.426411107916
4,1,4,1000000,1,1,1,1000,512,10000,2,0,6.46438661673e-05
2,1,2,1000000,1,1,1000,10,512,100,5,29,0.00979133567764
2,1,4,10,10,0,1000,1000,1024,10000,2,29,0.341337293737
2,1,2,1000000,10,0,1000,1000,512,10000,2,29,0.606084037579
4,1,4,1000000,1,1,1,1000,1024,10000,2,29,4.22671432632e-05
2,10,2,10,10,1,1,1000,512,10000,5,0,0.000142824268412
2,1,2,10,1,1,1,10,512,100,5,29,4.69634925147e-06
4,10,2,10,10,1,1,10,1024,100,5,29,0.000431511619459
4,10,2,10,10,1,1,1000,1024,10000,5,0,0.000366315241615
2,1,4,1000000,1,1,1,1000,1024,10000,5,29,6.63014011972e-06
4,1,4,10,1,0,1000,1000,1024,10000,2,29,0.0298370118179
2,1,4,1000000,10,0,1000,10,512,100,5,0,0.28376364324
4,1,4,10,1,0,1000,10,1024,100,5,29,0.0217791815258
2,1,4,10,1,0,1,1000,1024,10000,2,0,6.07762844308e-06
4,10,4,1000000,10,0,1,1000,512,10000,2,29,0.000458032179938
2,10,4,10,10,1,1000,1000,1024,10000,2,29,0.248841037694
4,1,2,1000000,1,0,1,1000,512,10000,2,29,4.17146315866e-05
2,1,4,10,10,1,1,1000,1024,10000,2,0,0.000140061710029
2,1,2,10,10,0,1000,1000,512,10000,5,0,0.680258453912
2,10,4,1000000,1,1,1000,10,512,100,2,0,0.00786749001957
2,1,4,10,1,0,1,10,1024,100,2,0,4.14383757483e-06
4,1,4,1000000,1,0,1000,10,512,100,5,0,0.0222013004467
4,10,4,10,10,1,1,10,1024,100,2,0,0.000432616642812
4,1,2,10,10,1,1,10,512,100,2,29,0.000363276427393
2,1,4,1000000,10,1,1,1000,1024,10000,2,0,0.000152216966915
2,10,2,1000000,1,0,1000,1000,512,10000,2,29,0.00891284211178
2,10,4,10,10,1,1,10,512,100,5,0,0.000143376780089
4,1,2,1000000,10,1,1000,1000,512,10000,5,0,0.714531581982
2,1,4,1000000,10,1,1000,1000,1024,10000,5,0,0.387907674194
2,1,2,10,10,1,1000,10,512,100,5,0,0.359345306814
2,10,2,10,1,1,1,10,512,100,5,29,2.21004670657e-06
2,1,2,10,1,1,1,1000,1024,10000,2,29,9.39269850294e-06
2,1,4,10,10,0,1000,1000,1024,10000,2,0,0.300329048329
4,10,4,1000000,10,0,1,1000,512,10000,2,0,0.000407201105686
4,1,2,10,10,0,1,1000,1024,10000,5,29,0.000527372395356
4,1,4,1000000,1,1,1,1000,512,10000,5,29,4.69634925147e-05
2,1,2,10,10,1,1000,1000,1024,10000,5,0,0.638762616949
2,10,2,1000000,1,0,1,10,512,100,2,29,5.80137260476e-06
4,10,4,1000000,10,0,1000,1000,1024,10000,2,0,0.553700681772
4,1,2,1000000,1,1,1000,1000,1024,10000,5,0,0.0308947954229
4,1,4,10,1,1,1000,1000,512,10000,2,0,0.0232635041451
4,1,2,10,10,0,1000,1000,1024,10000,5,0,0.595223039295
4,1,2,1000000,10,0,1000,1000,1024,10000,2,29,0.746206523892
4,1,2,1000000,1,1,1,1000,1024,10000,5,0,5.63561910177e-05
2,1,4,1000000,10,1,1000,1000,512,10000,2,0,0.332663965437
2,1,4,10,10,0,1000,10,1024,100,2,0,0.303386924203
4,1,4,1000000,10,1,1000,1000,1024,10000,2,0,0.569836232776
4,10,4,1000000,1,0,1000,1000,512,10000,5,29,0.0260360077385
2,1,2,10,1,0,1,1000,1024,10000,2,29,4.42009341315e-06
4,1,4,1000000,10,1,1000,10,512,100,2,0,0.513518993832
4,10,4,10,10,0,1000,10,512,100,2,29,0.651322036127
4,10,2,10,1,1,1000,1000,1024,10000,2,0,0.0247851213026
4,10,4,1000000,10,1,1,10,1024,100,5,29,0.000402504756435
4,1,4,10,1,1,1000,10,1024,100,5,0,0.0218070833654
4,1,4,10,10,0,1,10,1024,100,2,0,0.000448915737273
