SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandsync.2
0,1,0,1,1,1,0,1,0,0,0,1,1,1,3062.1
1,0,0,0,1,0,0,0,0,1,0,1,1,1,3047.5
1,0,1,1,0,0,0,1,1,0,1,0,1,0,3012.1
0,0,1,0,1,1,1,1,0,0,0,0,0,1,3003.9
1,0,0,0,0,1,0,0,1,0,0,1,1,0,3054.2
1,0,0,0,1,1,1,1,0,1,0,0,0,1,3023.4
0,1,1,1,0,0,0,0,0,0,0,0,1,1,3018.4
1,1,0,1,0,1,0,1,1,1,0,0,0,0,3018.1
0,1,1,1,0,0,0,1,1,1,0,0,0,0,3034.6
0,1,1,1,1,1,0,0,1,1,1,1,1,1,3056.8
1,0,0,0,0,0,0,0,0,0,1,0,1,0,3015.3
0,1,0,1,0,0,0,1,1,1,0,1,0,0,3074.7
0,1,0,0,0,0,1,1,1,1,1,0,0,1,3007.3
0,0,0,0,0,1,0,0,1,0,0,0,0,1,3004.3
1,1,0,1,1,1,0,1,0,0,1,1,1,1,3050.4
0,0,1,0,0,1,1,1,0,1,0,1,1,1,3063.6
0,0,0,1,1,1,0,0,1,0,1,1,1,0,3045.7
0,1,0,0,1,1,0,0,1,0,0,0,0,0,3040.4
1,0,0,0,0,1,1,1,0,0,0,1,0,0,3040.0
1,1,0,1,0,0,0,1,1,0,0,1,1,1,3030.3
1,1,0,0,0,1,1,1,0,0,0,0,1,0,3048.1
1,0,0,1,1,0,0,1,1,1,1,1,1,1,3038.9
0,1,1,0,1,0,1,1,1,0,0,1,1,1,3051.2
0,1,0,1,1,0,1,1,0,0,0,0,1,0,3049.2
1,0,0,0,1,1,1,1,1,1,1,0,0,0,3032.9
1,0,1,1,0,1,0,1,0,0,1,1,0,1,3044.0
1,0,1,0,1,0,0,1,1,0,1,0,0,1,2999.2
1,1,1,1,1,1,1,1,1,1,1,0,1,1,3057.6
1,1,1,0,1,1,0,0,1,1,0,1,1,1,3034.2
0,1,0,1,1,0,0,0,1,0,1,0,0,1,3047.4
1,0,1,0,1,1,0,1,1,1,1,0,1,1,3044.3
0,0,0,1,1,0,1,1,0,1,1,1,0,0,3036.0
1,0,0,0,0,1,0,1,1,0,1,0,0,1,3013.3
1,0,1,0,0,1,1,1,1,1,0,0,1,0,3010.0
0,0,0,1,0,0,1,1,1,1,1,0,1,1,3007.1
0,0,0,0,1,0,1,1,1,1,1,1,0,0,3035.6
0,1,1,0,0,0,1,0,1,0,1,0,1,0,3005.8
0,1,0,0,1,0,1,0,0,0,1,0,0,0,3044.2
1,0,0,1,1,1,0,1,0,1,1,1,1,1,3058.9
1,1,0,0,1,0,0,0,1,1,1,1,1,0,3040.2
1,1,0,1,0,0,0,0,0,1,0,1,1,1,3044.5
0,0,1,1,1,1,1,0,1,1,0,1,1,0,3036.5
0,1,1,0,0,0,1,0,1,0,0,0,1,0,2994.5
0,1,0,1,1,0,1,1,0,1,1,1,0,0,3048.6
0,1,1,0,0,1,0,0,1,1,1,1,1,1,3033.1
1,0,1,1,0,1,1,0,1,1,0,1,0,0,3036.0
0,1,0,1,0,0,1,1,1,0,1,0,0,1,2999.7
1,0,1,1,0,0,1,0,1,0,1,1,1,1,3027.1
0,0,1,1,0,1,1,0,1,0,1,0,0,1,3012.1
0,0,0,1,1,1,0,1,0,1,0,1,0,1,3061.4
1,1,1,0,0,0,0,1,1,1,1,1,0,1,3060.7
0,1,0,0,0,1,0,0,1,1,0,0,1,0,3017.6
1,0,0,1,1,1,1,0,1,0,0,0,1,1,3023.5
1,1,0,1,1,1,1,1,0,1,1,1,1,1,3036.7
1,0,1,0,0,1,0,0,1,1,1,0,0,1,3017.1
0,1,0,1,1,0,1,1,1,1,1,1,0,0,3037.2
1,0,0,1,0,1,0,0,0,1,1,0,0,1,3042.7
0,1,0,1,0,1,1,1,0,0,1,1,1,0,3048.7
1,0,1,1,0,0,0,1,1,0,1,1,1,1,3037.5
1,0,1,1,0,0,0,0,1,0,1,1,1,1,3048.4
0,1,1,1,1,0,1,1,0,1,0,1,0,1,3063.9
1,1,1,1,1,1,1,0,0,0,0,0,0,1,3042.0
1,0,0,0,1,0,0,0,1,1,1,0,0,1,3011.9
0,0,0,0,1,0,1,0,1,1,1,0,0,0,3006.1
0,1,1,1,0,1,1,1,0,1,1,0,1,0,3025.6
0,1,1,0,0,0,1,0,1,0,1,1,1,0,3018.5
0,0,0,0,0,1,0,0,0,0,0,1,0,1,3040.6
1,1,0,0,0,1,1,1,0,0,1,1,1,0,3011.1
1,0,0,0,0,0,1,0,0,0,0,1,0,0,3074.4
1,1,0,1,1,1,0,1,0,1,0,1,1,0,3017.3
0,1,0,1,1,1,1,0,1,1,1,0,1,1,3055.0
0,1,0,1,1,0,0,0,0,0,0,0,0,1,3008.4
1,1,0,1,0,0,0,1,1,1,0,0,1,0,3019.8
0,1,0,1,1,0,0,0,0,0,1,1,1,0,3034.6
0,1,1,1,0,1,1,1,1,1,0,0,1,1,3014.6
0,0,1,1,1,0,1,1,0,1,1,0,1,1,3018.4
1,1,0,0,0,0,1,0,1,1,0,1,0,1,3068.3
0,0,0,0,1,0,1,1,0,0,1,1,1,0,3025.7
1,1,0,1,0,0,0,0,0,0,1,0,0,0,2997.4
0,1,1,0,0,0,1,1,0,1,0,0,1,0,3041.2
1,0,1,1,1,1,0,0,1,0,1,0,0,1,3005.7
1,1,1,1,0,0,1,0,1,1,1,1,0,0,3033.6
1,0,1,0,0,0,1,1,0,0,0,0,0,0,3019.3
1,1,1,0,1,1,0,0,1,0,0,0,0,0,3005.9
1,1,0,0,1,1,0,0,1,0,0,1,0,0,3019.0
0,0,0,1,1,0,1,0,0,1,0,0,0,0,3017.0
0,0,0,0,1,1,0,0,1,0,1,1,0,0,3043.5
0,0,1,1,0,0,1,1,1,1,1,0,0,1,3020.8
1,0,1,0,0,0,0,1,0,1,0,0,0,0,3040.6
0,0,1,0,1,1,0,0,1,0,0,1,1,0,3033.3
0,0,0,1,1,1,0,1,0,1,0,1,1,1,3045.1
1,1,1,1,1,0,1,0,0,1,1,0,1,0,3057.8
0,1,1,1,0,1,1,1,0,0,1,1,1,1,3044.2
0,0,1,1,0,1,0,0,1,0,0,0,1,0,3009.1
0,1,1,1,1,0,0,1,0,0,1,1,0,1,3066.3
0,0,1,1,0,0,1,1,0,0,1,0,0,1,3018.6
1,1,1,0,1,1,1,0,1,0,0,0,1,0,2993.3
1,1,0,0,1,0,1,0,0,1,0,0,0,0,2991.3
0,0,1,1,1,1,0,1,0,1,0,1,1,1,3033.1
0,0,1,1,1,0,1,0,0,1,1,0,1,1,3034.6
0,1,0,0,1,0,0,0,1,1,0,0,1,0,3061.1
0,0,1,0,0,0,1,1,0,0,1,1,0,0,3062.1
1,1,0,0,0,0,0,1,1,1,1,0,0,0,3058.8
0,1,0,0,1,0,0,0,0,1,1,0,1,0,3039.7
0,0,1,1,0,0,0,1,0,0,0,0,0,0,3026.1
1,0,1,0,1,0,0,0,1,0,0,1,0,0,3066.1
1,0,1,1,1,0,0,1,0,0,0,1,1,0,3022.9
0,1,1,0,0,0,1,1,0,1,0,0,0,1,3039.9
1,0,1,1,0,0,0,0,0,0,1,0,1,0,3006.2
1,0,0,0,0,0,1,0,0,1,1,0,1,1,3018.5
1,1,1,1,0,1,0,1,0,0,0,1,1,0,3032.8
0,1,1,0,0,0,0,0,1,1,1,1,0,0,3050.7
1,1,1,1,0,0,0,1,1,1,0,0,0,0,3034.1
0,0,0,1,1,0,0,0,0,1,1,0,1,0,3014.7
1,1,0,0,1,0,0,0,1,1,0,0,1,0,3014.4
0,1,1,0,0,0,1,0,1,1,0,0,1,1,3008.0
1,1,1,0,0,1,0,0,1,1,0,1,1,0,3041.6
0,1,0,1,0,1,1,1,1,1,1,0,1,1,3024.9
0,1,1,0,0,1,0,0,1,0,1,1,0,0,3035.7
1,0,0,0,1,1,0,0,1,1,0,1,1,1,3034.7
0,0,1,0,0,1,1,1,1,0,1,1,1,0,3038.5
0,1,0,1,1,0,1,1,1,0,1,0,0,1,3026.2
1,0,1,0,0,0,0,0,1,0,0,0,1,1,3004.5
0,1,1,0,0,0,1,0,0,0,0,0,1,1,3009.6
0,1,1,0,0,1,0,0,0,1,1,1,1,1,3045.2
0,1,0,1,0,0,0,0,0,0,0,0,1,1,3000.9
0,0,1,0,1,0,0,1,1,0,1,0,0,0,2989.7
1,1,0,0,0,1,1,0,1,0,0,1,0,1,3051.3
1,0,0,0,0,0,1,0,1,1,0,0,1,1,3019.6
0,1,1,1,0,1,0,0,1,0,1,0,1,0,3016.2
0,0,0,1,0,0,0,1,1,0,0,0,1,0,2995.6
1,0,1,0,1,0,0,0,0,1,0,1,1,0,3051.9
1,0,0,1,1,0,1,0,1,1,1,0,0,1,3039.2
1,1,1,0,1,0,1,0,1,1,0,0,1,1,3024.9
0,1,1,1,0,0,1,1,1,0,1,1,1,0,3030.5
1,1,0,1,1,0,1,1,1,0,0,1,1,0,3018.5
1,0,1,0,0,1,0,1,0,1,1,0,1,0,3055.2
0,1,0,0,1,0,0,0,1,0,1,0,1,1,2989.3
1,0,0,1,1,0,1,0,0,0,1,0,0,0,2998.3
1,0,1,0,1,1,1,0,0,1,0,0,0,1,3013.1
1,1,1,1,0,0,0,1,1,1,1,1,0,1,3043.6
1,1,1,0,0,0,0,1,0,1,0,1,0,0,3068.6
1,0,0,1,1,1,0,0,0,0,0,0,0,1,3017.5
0,1,1,1,0,0,0,1,1,0,1,1,0,1,3014.9
0,1,0,1,1,0,0,0,0,0,0,1,0,1,4300.8
0,0,0,0,0,1,1,0,1,1,1,0,0,0,3003.4
0,1,1,0,0,0,0,1,0,1,1,0,1,0,3019.9
0,1,1,0,1,1,0,0,0,1,0,1,1,1,3035.9
1,1,1,1,0,1,1,1,0,1,0,0,1,0,3036.5
0,1,0,0,1,0,1,0,1,1,0,1,0,0,3050.2
1,1,0,1,0,1,1,0,0,1,1,1,1,0,3025.5
1,1,1,0,1,0,1,1,1,0,1,0,0,1,3018.9
1,0,0,0,0,1,1,0,1,1,1,1,1,0,3064.7
0,0,1,1,0,1,1,1,1,1,1,0,0,0,3013.7
0,1,0,1,1,0,1,1,1,0,0,0,1,1,2988.5
1,0,1,1,0,0,1,0,1,0,0,1,1,1,3021.3
0,1,0,0,1,0,1,0,1,0,0,0,1,1,2990.3
1,1,1,1,1,0,1,0,1,1,0,0,0,0,3038.4
0,1,0,1,0,0,1,0,0,1,1,1,0,0,3053.2
1,1,1,1,1,1,1,1,1,1,0,0,0,0,3014.8
0,1,0,1,1,0,1,0,1,0,1,1,0,0,3036.9
1,0,0,1,1,0,0,0,0,1,1,0,0,1,3033.7
1,1,0,1,0,1,1,0,0,1,1,1,0,0,3025.7
0,0,1,1,1,1,0,0,1,0,0,0,0,1,3025.0
0,0,1,0,0,0,0,0,1,1,1,1,0,0,3042.0
0,0,1,0,0,1,0,0,0,0,1,0,1,0,3034.4
1,0,1,0,0,1,1,0,0,1,1,0,0,0,3003.9
1,0,0,1,0,0,1,0,1,0,1,1,0,1,3037.6
0,0,1,1,1,0,1,0,0,1,1,0,1,0,3004.0
1,1,1,1,0,1,1,0,0,0,1,0,1,1,3012.1
1,1,0,1,1,1,0,1,0,0,1,1,1,1,3028.8
0,1,0,1,1,0,1,0,1,0,0,0,0,0,3036.1
1,0,0,0,1,0,1,1,1,0,0,1,1,1,3047.6
0,0,1,0,1,1,1,0,0,0,0,1,1,0,3040.3
1,0,1,0,0,1,1,0,0,0,1,0,1,0,3019.3
0,0,0,0,1,1,0,1,1,1,1,1,0,1,3050.2
0,0,0,1,0,1,1,0,0,1,0,0,1,1,3007.1
1,1,0,1,0,0,0,0,1,1,1,1,0,0,3066.7
0,1,1,1,0,1,0,1,1,0,1,1,1,1,3031.7
0,1,1,1,0,1,1,1,0,0,0,1,1,1,3035.7
1,0,0,0,0,0,1,0,0,1,0,1,1,0,3040.6
1,1,1,0,1,1,1,1,0,0,0,0,1,1,3030.1
1,1,1,1,0,0,0,1,1,0,1,0,0,0,2995.1
0,0,0,1,0,0,1,1,1,1,0,1,0,0,3038.8
0,0,1,1,0,1,0,0,0,1,1,0,1,0,3016.0
0,0,0,1,1,0,0,1,0,1,0,1,1,1,3009.6
1,1,0,1,1,1,0,1,0,0,1,0,0,1,3018.2
1,0,1,1,1,1,1,1,0,1,0,0,0,1,3033.9
0,0,1,0,1,0,1,0,1,0,0,0,1,0,3019.8
0,1,0,0,0,1,0,0,0,0,0,1,1,0,3048.8
0,0,1,0,1,0,0,0,0,1,1,0,0,0,3043.2
1,1,0,1,0,1,1,0,1,0,0,0,1,1,3000.6
1,0,0,1,0,0,0,1,1,0,1,0,1,1,3015.0
1,1,0,1,1,0,1,0,0,1,1,0,0,1,3035.4
0,0,0,0,1,0,0,0,1,1,1,0,1,1,3022.6
0,1,1,0,0,0,0,1,0,1,0,1,1,1,3029.4
1,0,1,0,0,1,0,0,1,0,1,0,0,0,3001.7
0,1,0,1,1,1,0,0,1,0,1,0,0,0,3005.9
0,1,1,0,0,0,1,0,0,1,1,0,1,1,3000.5
1,0,0,1,1,0,1,1,0,1,0,1,1,1,3026.7
1,0,1,1,0,1,0,1,1,0,1,1,1,1,3048.7
0,0,1,1,1,0,1,1,1,1,1,0,1,1,3020.3
1,0,1,1,1,0,1,1,1,0,0,0,0,0,2995.6
1,0,1,1,1,1,0,0,0,0,1,0,1,0,3004.3
0,0,1,0,0,0,1,1,0,1,0,1,1,0,3026.3
1,1,1,0,1,1,1,1,0,0,0,1,1,1,3021.9
0,1,0,1,0,1,1,0,1,0,1,0,1,1,3034.9
0,1,1,1,0,0,0,0,1,1,1,0,0,0,3029.3
0,1,0,1,0,1,0,1,0,0,0,0,1,1,3013.2
1,1,0,0,1,0,0,1,0,0,0,1,1,0,3049.8
0,1,0,1,1,0,0,0,1,0,1,0,0,1,3002.3
0,1,1,0,0,1,1,0,0,1,0,0,0,0,3006.0
0,0,1,1,1,1,1,0,0,1,0,1,1,1,3046.6
1,0,1,1,1,1,0,1,0,1,0,0,0,1,3032.2
1,1,1,0,1,0,1,0,1,1,0,0,0,0,3041.9
1,0,0,0,1,1,0,1,1,0,1,1,1,1,3047.9
0,1,1,0,1,1,1,1,1,1,1,0,1,1,3038.4
0,0,1,0,1,1,1,1,1,0,1,1,0,1,3031.5
0,0,1,1,1,0,0,1,1,1,0,1,1,1,3029.7
0,0,0,0,1,0,1,1,0,1,0,0,0,0,2992.3
1,1,1,1,1,1,1,1,0,0,0,0,1,1,2994.3
0,0,1,1,0,0,0,1,1,0,0,0,1,1,3007.1
0,0,1,0,1,1,1,0,1,1,1,1,0,0,3017.5
0,1,0,1,1,0,0,0,1,1,0,0,1,1,3009.7
0,0,1,1,1,0,1,0,0,1,1,1,1,0,3046.0
0,0,0,1,0,0,0,0,1,0,1,1,0,1,3011.3
0,0,0,0,0,1,1,0,1,1,1,0,0,1,3002.5
1,0,1,1,1,1,0,1,1,1,0,1,1,0,3019.8
1,0,0,0,1,0,1,1,0,0,1,0,1,0,2997.2
1,0,0,0,1,0,1,0,1,0,1,0,1,0,3007.9
0,0,0,1,0,1,1,1,0,0,1,1,1,0,3012.6
1,1,0,1,1,1,0,1,1,0,0,1,0,1,3024.0
0,1,0,0,0,1,1,1,0,1,0,0,1,0,3006.4
1,1,1,0,0,1,1,1,1,1,0,1,1,1,3039.1
1,1,0,1,1,0,1,1,0,1,0,0,0,1,3033.4
0,1,1,0,0,1,0,1,0,0,1,1,0,1,3043.0
1,1,1,0,0,1,0,1,0,1,1,1,0,0,3057.2
1,1,0,1,1,1,1,0,0,0,1,0,1,0,3001.8
1,0,0,0,0,0,1,0,0,1,0,1,1,1,3044.8
1,1,0,1,1,0,1,1,0,1,0,1,0,1,3022.8
0,1,1,0,0,1,0,0,1,1,0,0,1,1,3009.7
1,1,1,1,1,1,1,0,1,1,1,0,0,0,3007.8
1,1,1,0,1,1,1,0,1,1,0,0,1,1,3016.4
0,0,1,0,1,1,1,1,1,0,0,1,1,1,3030.3
1,0,0,1,1,1,1,1,1,1,0,1,0,1,3039.9
1,0,1,1,1,0,0,0,1,1,0,0,1,1,2989.0
1,0,0,1,1,1,1,0,1,1,1,1,1,0,3025.1
0,0,1,1,1,0,1,1,1,1,0,1,0,0,3047.1
1,0,0,0,0,0,1,0,1,1,0,0,0,1,3014.6
0,1,0,0,1,0,1,0,1,0,0,0,1,0,3002.9
1,0,0,1,1,1,0,1,0,0,0,1,1,1,3017.7
0,0,1,0,0,1,1,1,1,0,0,0,0,1,3008.0
1,1,0,1,1,0,1,1,0,0,1,0,0,0,2990.6
0,1,0,0,1,1,1,1,1,0,1,1,0,1,3019.8
1,0,1,0,1,0,1,1,1,1,1,0,0,1,3006.0
1,0,0,0,1,0,1,1,1,0,1,0,0,1,3013.3
0,0,1,1,1,0,1,0,1,1,1,1,0,1,3021.9
1,1,1,1,0,0,0,0,0,0,0,0,1,0,3045.4
0,1,1,1,1,0,0,1,0,0,0,0,1,1,3011.1
1,1,0,1,1,0,1,0,1,0,1,1,0,1,3025.3
1,0,1,0,1,1,1,0,1,0,1,1,0,1,3059.7
0,0,0,1,0,1,0,0,1,0,0,1,0,0,3056.8
0,0,0,1,0,0,1,0,1,0,0,0,0,1,3038.3
0,1,1,1,1,0,0,0,1,0,1,1,0,0,3055.3
0,1,0,1,0,0,0,0,1,1,1,1,1,0,3031.8
0,0,0,1,1,1,0,1,1,1,1,1,1,1,3073.2
1,1,1,0,0,0,1,1,0,1,1,1,0,0,3074.8
0,1,0,0,0,1,1,1,0,0,1,0,1,0,3010.0
1,1,0,1,0,0,0,0,0,0,0,0,1,0,3007.0
0,0,1,1,0,0,1,0,1,1,1,1,1,1,3035.3
1,1,1,1,1,0,1,0,1,0,1,1,1,1,3025.4
1,0,1,1,1,0,0,0,0,1,1,1,0,1,3067.5
0,0,0,1,0,0,1,0,1,1,0,0,0,1,3057.0
1,0,0,1,0,1,0,0,1,0,1,1,1,1,3034.2
1,1,0,0,1,0,1,0,0,0,0,0,1,1,3018.8
0,1,1,0,0,1,0,0,0,1,1,1,0,1,3030.5
1,1,1,0,0,0,0,0,1,0,0,0,0,1,3031.7
0,0,1,0,1,1,0,0,0,0,1,0,0,1,3012.3
1,1,1,1,0,1,1,0,0,1,1,0,1,1,3017.1
0,1,0,0,1,1,0,0,0,1,1,1,0,0,3062.2
0,0,0,1,0,0,0,0,0,1,1,0,0,1,3031.2
0,0,1,1,1,1,1,0,0,0,1,1,1,1,3048.2
0,0,1,1,0,1,0,1,1,1,1,1,0,1,3038.9
0,0,1,0,1,0,1,0,1,1,0,1,0,0,3029.6
1,1,1,0,0,1,0,1,0,1,0,0,1,0,3012.7
0,1,1,0,0,0,0,1,0,1,1,1,1,1,3019.4
0,0,0,1,1,1,0,0,0,1,1,1,1,0,3023.9
0,1,0,0,0,1,1,0,1,1,1,1,1,0,3053.4
1,1,0,1,0,0,1,1,1,0,1,0,1,0,3004.9
1,0,1,0,1,0,1,0,0,1,1,1,1,1,3032.6
1,1,0,0,0,1,0,1,0,1,1,0,1,0,3017.0
1,1,0,1,1,1,0,0,1,1,1,1,1,0,3040.1
0,1,1,1,0,0,0,1,1,1,1,1,0,0,3047.3
0,1,1,1,0,1,0,0,0,0,0,0,0,0,3032.1
1,0,1,0,0,0,1,0,0,0,1,0,1,0,3004.0
1,0,0,0,1,0,1,1,0,1,0,0,0,1,3037.5
0,0,1,0,0,1,0,0,0,0,0,0,1,1,3005.8
0,1,0,0,1,0,0,0,0,1,0,0,1,1,3003.8
0,0,1,0,1,0,1,1,0,0,1,1,0,0,3058.3
1,1,0,1,0,0,0,1,0,1,1,1,0,1,3028.4
0,0,1,0,0,1,0,0,1,0,0,1,0,1,3055.5
0,0,0,1,0,1,1,0,0,0,1,1,0,0,3016.8
0,0,1,1,1,0,0,0,1,0,0,0,0,1,3008.3
0,1,0,1,1,0,0,0,1,0,1,0,0,0,3005.6
1,0,0,0,0,0,1,0,1,0,1,1,1,1,3015.2
0,0,0,1,0,0,0,0,0,0,1,0,0,0,3012.4
1,1,1,1,0,0,0,0,1,1,1,1,1,0,3042.6
0,0,0,0,0,0,1,1,0,0,0,0,1,1,2996.4
0,1,0,0,0,1,1,0,1,0,1,1,0,0,3018.5
0,0,0,0,1,1,0,1,1,1,0,0,0,0,3050.9
0,0,1,0,0,0,1,1,1,0,0,0,0,1,3005.1
0,0,1,0,1,0,1,0,0,0,1,1,1,1,3010.2
0,0,1,1,0,1,1,1,1,0,0,0,1,0,2986.1
0,0,1,0,1,1,0,1,0,1,0,0,1,1,2988.8
1,1,0,1,0,0,0,0,0,0,0,1,1,0,3025.9
0,1,1,0,0,0,1,0,1,1,0,0,0,0,3000.8
1,1,0,1,1,1,0,0,0,1,0,0,0,1,3031.1
1,0,1,0,1,1,0,0,1,1,1,0,1,1,3001.2
1,0,0,0,1,1,1,0,0,1,1,0,1,1,3005.7
1,1,1,0,1,0,1,0,1,1,1,0,0,0,3012.3
1,1,0,1,0,0,1,0,0,0,1,0,1,1,3007.1
1,1,1,0,0,1,1,0,1,0,0,0,0,0,3004.6
1,1,0,0,0,0,0,1,1,0,0,1,1,0,3026.6
0,0,1,1,0,0,1,1,0,0,0,1,1,1,3020.9
0,1,0,1,0,1,0,1,1,1,1,1,0,1,3020.7
0,1,1,0,1,1,0,1,0,1,0,0,1,1,2994.9
1,1,1,0,0,1,0,0,0,1,0,1,1,0,3051.4
1,0,1,0,0,1,0,0,1,0,1,1,1,1,3041.4
1,1,0,1,0,1,0,0,0,1,0,0,1,0,3030.7
0,0,1,1,0,1,1,0,0,1,0,1,1,0,3058.6
0,1,0,0,1,0,1,1,0,1,0,1,1,1,3030.4
0,1,0,1,0,0,0,1,0,1,1,1,0,1,3067.1
1,0,1,1,1,0,0,0,1,1,1,0,1,1,2987.0
0,1,0,0,0,0,1,0,0,1,1,1,0,1,3031.5
0,0,0,1,0,1,1,0,1,1,1,1,1,1,3056.4
1,0,0,0,0,1,0,0,1,0,0,1,1,0,3039.2
0,0,0,0,0,1,0,0,1,1,1,0,0,1,3009.5
1,0,1,1,0,0,1,1,0,1,1,1,1,1,3019.2
0,0,0,0,1,0,1,1,0,0,1,1,0,0,3044.5
0,1,1,1,1,0,1,1,0,1,1,0,1,0,3011.0
0,1,1,0,1,0,1,0,1,0,0,1,1,1,3014.3
1,1,0,1,0,1,0,0,1,0,1,0,1,1,3033.0
0,0,1,1,1,0,1,1,0,0,0,1,1,1,3050.8
1,1,1,0,0,0,0,1,1,0,0,0,1,0,3025.5
0,0,0,1,0,1,1,1,1,0,0,1,0,1,3022.7
1,1,0,0,0,0,1,0,1,1,1,0,0,1,3031.8
0,1,1,0,1,0,0,1,1,0,0,0,0,1,3036.3
1,1,0,1,0,1,1,0,0,1,1,1,0,1,3031.9
1,1,1,0,1,0,1,0,1,0,0,1,0,0,3052.2
0,1,1,0,1,0,0,1,1,1,0,0,0,0,3034.9
1,1,0,0,0,0,1,1,0,1,0,0,1,1,3016.8
0,1,1,0,1,0,1,1,1,1,0,0,0,1,3031.2
0,0,1,0,1,1,0,1,0,0,0,1,1,0,3009.8
0,1,0,1,1,1,1,0,1,1,1,1,0,1,3038.0
0,0,1,1,0,0,0,0,1,1,0,0,0,0,3008.4
1,1,0,0,0,1,0,0,1,0,1,1,0,1,3030.3
0,1,0,1,0,1,1,0,1,1,0,0,1,0,3008.9
0,0,1,1,0,0,0,1,1,0,1,1,1,0,3017.0
0,0,1,1,0,1,0,1,1,0,1,1,0,1,3027.7
0,1,0,0,0,1,0,0,1,0,1,0,0,1,2997.7
1,0,1,0,0,1,0,1,1,1,0,1,1,1,3028.3
0,1,1,1,1,0,0,0,1,0,0,0,0,0,2982.1
1,1,0,1,0,1,0,1,0,1,1,0,1,1,3004.1
1,1,1,1,1,1,0,1,1,0,0,1,1,0,3000.2
0,1,0,1,0,0,0,1,0,0,1,0,0,0,3002.4
0,1,0,0,1,0,1,1,1,0,1,1,1,1,3048.9
1,1,0,1,0,1,0,0,0,0,0,0,0,1,3017.7
0,1,1,0,1,0,1,0,1,0,0,1,1,0,3031.4
0,0,0,0,0,1,1,1,0,0,0,0,0,1,3045.4
0,1,1,0,0,1,1,1,0,0,0,0,1,1,2998.3
1,0,0,1,1,1,0,1,1,0,1,1,1,1,3012.9
0,1,0,0,1,1,1,0,0,1,0,0,1,1,3010.5
1,0,0,1,1,0,0,0,0,1,0,1,0,1,3085.1
0,1,0,0,0,0,0,1,1,0,1,0,0,1,2986.5
1,1,1,0,0,1,1,0,0,0,1,0,0,1,2993.2
0,1,0,1,0,1,1,0,0,0,1,0,1,0,2979.1
1,1,1,0,0,1,0,1,1,1,1,1,0,0,3040.9
1,1,0,1,0,1,0,0,1,1,1,0,0,1,2998.1
0,0,0,0,1,0,0,1,0,1,1,1,0,1,3038.1
1,1,0,1,0,1,0,0,0,0,0,1,0,0,3015.8
1,1,1,0,0,1,1,1,0,1,0,0,0,0,3027.1
1,1,1,1,0,0,0,0,1,0,0,0,1,0,3027.1
1,0,1,1,0,1,0,1,1,1,0,1,0,0,3026.8
1,0,0,1,1,1,1,1,0,0,1,1,0,1,3020.8
0,0,1,1,0,1,0,1,0,1,1,1,1,0,3014.5
1,1,1,0,0,1,0,0,0,1,0,0,1,0,3036.4
0,0,1,1,0,0,0,0,0,1,0,0,0,0,3005.6
1,1,0,0,0,1,0,0,0,0,1,0,0,1,2987.4
0,1,0,1,0,1,0,1,0,0,0,0,0,0,3040.1
0,1,1,1,1,1,0,0,1,0,0,1,0,0,3034.3
1,0,1,1,1,0,1,0,1,0,1,0,0,1,2999.4
0,0,1,1,0,1,1,1,1,0,0,1,0,1,3032.3
1,1,1,1,0,0,0,0,0,1,1,1,0,0,3040.9
1,1,1,1,1,1,1,0,0,0,0,0,0,0,2982.0
0,0,1,0,0,0,0,0,0,0,1,0,1,0,3013.7
0,1,1,0,1,1,1,0,0,0,1,0,1,1,3029.6
0,0,1,1,1,0,0,0,0,0,0,1,1,0,3031.0
1,0,1,1,0,1,1,1,1,0,0,0,1,1,3054.0
1,1,0,0,1,0,0,1,1,1,0,0,0,0,3003.0
0,1,0,1,0,0,0,1,1,0,0,1,0,1,3054.6
1,0,0,0,1,0,1,0,1,0,0,1,0,1,3043.9
1,1,0,0,0,1,0,0,1,0,1,0,0,1,3036.7
1,0,0,1,0,0,0,1,0,1,1,0,1,0,2979.9
0,0,1,1,1,0,0,0,0,0,1,1,0,0,3041.0
0,0,0,1,0,1,1,0,1,0,1,0,0,0,3008.7
1,1,0,1,1,0,0,0,0,1,0,1,0,1,3050.6
0,0,0,0,0,1,1,1,1,0,0,0,0,0,3004.1
0,1,1,0,0,1,0,1,0,0,0,0,1,1,3000.5
0,0,0,0,0,1,0,1,1,1,0,1,1,0,3058.6
1,1,0,0,1,1,0,0,0,1,0,0,1,1,3015.0
1,1,0,0,0,1,0,0,1,0,0,1,1,1,3004.4
0,1,1,0,1,0,0,0,0,1,0,1,0,1,3044.5
1,0,0,0,0,1,1,0,1,0,0,1,0,0,3026.0
0,0,1,0,1,1,0,0,1,0,1,1,0,1,3026.1
