SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq100K.4
0,0,0,0,0,1,0,0,1,0,0,0,0,1,716.31
1,1,0,1,1,1,0,1,0,0,1,1,1,1,716.94
0,0,1,0,0,1,1,1,0,1,0,1,1,1,721.33
0,0,0,1,1,1,0,0,1,0,1,1,1,0,715.7
0,1,0,0,1,1,0,0,1,0,0,0,0,0,711.19
1,0,0,0,0,1,1,1,0,0,0,1,0,0,716.97
1,1,0,1,0,0,0,1,1,0,0,1,1,1,717.77
1,1,0,0,0,1,1,1,0,0,0,0,1,0,717.45
1,0,0,1,1,0,0,1,1,1,1,1,1,1,720.53
0,1,1,0,1,0,1,1,1,0,0,1,1,1,723.0
0,1,0,1,1,0,1,1,0,0,0,0,1,0,720.34
1,0,0,0,1,1,1,1,1,1,1,0,0,0,717.54
1,0,1,1,0,1,0,1,0,0,1,1,0,1,712.59
1,0,1,0,1,0,0,1,1,0,1,0,0,1,707.93
1,1,1,1,1,1,1,1,1,1,1,0,1,1,704.18
1,1,1,0,1,1,0,0,1,1,0,1,1,1,711.37
0,1,0,1,1,0,0,0,1,0,1,0,0,1,712.01
1,0,1,0,1,1,0,1,1,1,1,0,1,1,702.74
0,0,0,1,1,0,1,1,0,1,1,1,0,0,722.34
1,0,0,0,0,1,0,1,1,0,1,0,0,1,708.41
1,0,1,0,0,1,1,1,1,1,0,0,1,0,710.39
0,0,0,1,0,0,1,1,1,1,1,0,1,1,708.25
0,0,0,0,1,0,1,1,1,1,1,1,0,0,719.08
0,1,1,0,0,0,1,0,1,0,1,0,1,0,706.53
0,1,0,0,1,0,1,0,0,0,1,0,0,0,704.07
1,0,0,1,1,1,0,1,0,1,1,1,1,1,717.08
1,1,0,0,1,0,0,0,1,1,1,1,1,0,722.14
1,1,0,1,0,0,0,0,0,1,0,1,1,1,716.3
0,0,1,1,1,1,1,0,1,1,0,1,1,0,709.71
0,1,1,0,0,0,1,0,1,0,0,0,1,0,716.02
0,1,0,1,1,0,1,1,0,1,1,1,0,0,706.83
0,1,1,0,0,1,0,0,1,1,1,1,1,1,712.07
1,0,1,1,0,1,1,0,1,1,0,1,0,0,713.61
0,1,0,1,0,0,1,1,1,0,1,0,0,1,706.93
1,0,1,1,0,0,1,0,1,0,1,1,1,1,716.87
0,0,1,1,0,1,1,0,1,0,1,0,0,1,711.72
0,0,0,1,1,1,0,1,0,1,0,1,0,1,728.18
1,1,1,0,0,0,0,1,1,1,1,1,0,1,714.86
0,1,0,0,0,1,0,0,1,1,0,0,1,0,711.87
1,0,0,1,1,1,1,0,1,0,0,0,1,1,707.57
1,1,0,1,1,1,1,1,0,1,1,1,1,1,714.35
1,0,1,0,0,1,0,0,1,1,1,0,0,1,704.1
0,1,0,1,1,0,1,1,1,1,1,1,0,0,717.36
1,0,0,1,0,1,0,0,0,1,1,0,0,1,707.12
0,1,0,1,0,1,1,1,0,0,1,1,1,0,716.85
1,0,1,1,0,0,0,1,1,0,1,1,1,1,717.43
1,0,1,1,0,0,0,0,1,0,1,1,1,1,713.46
0,1,1,1,1,0,1,1,0,1,0,1,0,1,714.16
1,1,1,1,1,1,1,0,0,0,0,0,0,1,712.07
1,0,0,0,1,0,0,0,1,1,1,0,0,1,708.82
0,0,0,0,1,0,1,0,1,1,1,0,0,0,705.2
0,1,1,1,0,1,1,1,0,1,1,0,1,0,717.68
0,1,1,0,0,0,1,0,1,0,1,1,1,0,713.67
0,0,0,0,0,1,0,0,0,0,0,1,0,1,715.54
1,1,0,0,0,1,1,1,0,0,1,1,1,0,708.3
1,0,0,0,0,0,1,0,0,0,0,1,0,0,725.51
1,1,0,1,1,1,0,1,0,1,0,1,1,0,712.28
0,1,0,1,1,1,1,0,1,1,1,0,1,1,709.11
0,1,0,1,1,0,0,0,0,0,0,0,0,1,709.95
1,1,0,1,0,0,0,1,1,1,0,0,1,0,711.48
0,1,0,1,1,0,0,0,0,0,1,1,1,0,709.83
0,1,1,1,0,1,1,1,1,1,0,0,1,1,720.47
0,0,1,1,1,0,1,1,0,1,1,0,1,1,707.55
1,1,0,0,0,0,1,0,1,1,0,1,0,1,721.85
0,0,0,0,1,0,1,1,0,0,1,1,1,0,710.41
1,1,0,1,0,0,0,0,0,0,1,0,0,0,715.44
0,1,1,0,0,0,1,1,0,1,0,0,1,0,715.66
1,0,1,1,1,1,0,0,1,0,1,0,0,1,720.05
1,1,1,1,0,0,1,0,1,1,1,1,0,0,723.42
1,0,1,0,0,0,1,1,0,0,0,0,0,0,709.41
1,1,1,0,1,1,0,0,1,0,0,0,0,0,718.59
1,1,0,0,1,1,0,0,1,0,0,1,0,0,720.53
0,0,0,1,1,0,1,0,0,1,0,0,0,0,722.22
0,0,0,0,1,1,0,0,1,0,1,1,0,0,717.91
0,0,1,1,0,0,1,1,1,1,1,0,0,1,710.12
1,0,1,0,0,0,0,1,0,1,0,0,0,0,710.65
0,0,1,0,1,1,0,0,1,0,0,1,1,0,716.58
0,0,0,1,1,1,0,1,0,1,0,1,1,1,719.73
1,1,1,1,1,0,1,0,0,1,1,0,1,0,714.47
0,1,1,1,0,1,1,1,0,0,1,1,1,1,717.81
0,0,1,1,0,1,0,0,1,0,0,0,1,0,710.61
0,1,1,1,1,0,0,1,0,0,1,1,0,1,714.42
0,0,1,1,0,0,1,1,0,0,1,0,0,1,702.05
1,1,1,0,1,1,1,0,1,0,0,0,1,0,719.46
1,1,0,0,1,0,1,0,0,1,0,0,0,0,715.82
0,0,1,1,1,1,0,1,0,1,0,1,1,1,724.45
0,0,1,1,1,0,1,0,0,1,1,0,1,1,724.75
0,1,0,0,1,0,0,0,1,1,0,0,1,0,703.37
0,0,1,0,0,0,1,1,0,0,1,1,0,0,714.08
1,1,0,0,0,0,0,1,1,1,1,0,0,0,717.65
0,1,0,0,1,0,0,0,0,1,1,0,1,0,717.3
0,0,1,1,0,0,0,1,0,0,0,0,0,0,710.73
1,0,1,0,1,0,0,0,1,0,0,1,0,0,724.93
1,0,1,1,1,0,0,1,0,0,0,1,1,0,712.81
0,1,1,0,0,0,1,1,0,1,0,0,0,1,720.7
1,0,1,1,0,0,0,0,0,0,1,0,1,0,709.15
1,0,0,0,0,0,1,0,0,1,1,0,1,1,718.09
1,1,1,1,0,1,0,1,0,0,0,1,1,0,714.69
0,1,1,0,0,0,0,0,1,1,1,1,0,0,706.84
1,1,1,1,0,0,0,1,1,1,0,0,0,0,721.11
0,0,0,1,1,0,0,0,0,1,1,0,1,0,717.85
1,1,0,0,1,0,0,0,1,1,0,0,1,0,709.27
0,1,1,0,0,0,1,0,1,1,0,0,1,1,709.41
1,1,1,0,0,1,0,0,1,1,0,1,1,0,724.52
0,1,0,1,0,1,1,1,1,1,1,0,1,1,714.98
0,1,1,0,0,1,0,0,1,0,1,1,0,0,707.51
1,0,0,0,1,1,0,0,1,1,0,1,1,1,706.29
0,0,1,0,0,1,1,1,1,0,1,1,1,0,711.94
0,1,0,1,1,0,1,1,1,0,1,0,0,1,707.57
1,0,1,0,0,0,0,0,1,0,0,0,1,1,701.16
0,1,1,0,0,0,1,0,0,0,0,0,1,1,709.98
0,1,1,0,0,1,0,0,0,1,1,1,1,1,713.03
0,1,0,1,0,0,0,0,0,0,0,0,1,1,709.97
0,0,1,0,1,0,0,1,1,0,1,0,0,0,707.43
1,1,0,0,0,1,1,0,1,0,0,1,0,1,726.35
1,0,0,0,0,0,1,0,1,1,0,0,1,1,712.98
0,1,1,1,0,1,0,0,1,0,1,0,1,0,709.69
0,0,0,1,0,0,0,1,1,0,0,0,1,0,710.8
1,0,1,0,1,0,0,0,0,1,0,1,1,0,718.96
1,0,0,1,1,0,1,0,1,1,1,0,0,1,711.37
1,1,1,0,1,0,1,0,1,1,0,0,1,1,714.8
0,1,1,1,0,0,1,1,1,0,1,1,1,0,713.41
1,1,0,1,1,0,1,1,1,0,0,1,1,0,715.68
1,0,1,0,0,1,0,1,0,1,1,0,1,0,701.28
0,1,0,0,1,0,0,0,1,0,1,0,1,1,710.01
1,0,0,1,1,0,1,0,0,0,1,0,0,0,705.26
1,0,1,0,1,1,1,0,0,1,0,0,0,1,711.89
1,1,1,1,0,0,0,1,1,1,1,1,0,1,716.71
1,1,1,0,0,0,0,1,0,1,0,1,0,0,725.85
1,0,0,1,1,1,0,0,0,0,0,0,0,1,708.92
0,1,1,1,0,0,0,1,1,0,1,1,0,1,712.42
0,1,0,1,1,0,0,0,0,0,0,1,0,1,727.36
0,0,0,0,0,1,1,0,1,1,1,0,0,0,711.41
0,1,1,0,0,0,0,1,0,1,1,0,1,0,710.24
0,1,1,0,1,1,0,0,0,1,0,1,1,1,722.73
1,1,1,1,0,1,1,1,0,1,0,0,1,0,718.24
0,1,0,0,1,0,1,0,1,1,0,1,0,0,721.21
1,1,0,1,0,1,1,0,0,1,1,1,1,0,717.69
1,1,1,0,1,0,1,1,1,0,1,0,0,1,709.66
1,0,0,0,0,1,1,0,1,1,1,1,1,0,722.35
0,0,1,1,0,1,1,1,1,1,1,0,0,0,717.41
0,1,0,1,1,0,1,1,1,0,0,0,1,1,706.25
1,0,1,1,0,0,1,0,1,0,0,1,1,1,712.46
0,1,0,0,1,0,1,0,1,0,0,0,1,1,713.98
1,1,1,1,1,0,1,0,1,1,0,0,0,0,711.02
0,1,0,1,0,0,1,0,0,1,1,1,0,0,723.68
1,1,1,1,1,1,1,1,1,1,0,0,0,0,713.38
0,1,0,1,1,0,1,0,1,0,1,1,0,0,716.12
1,0,0,1,1,0,0,0,0,1,1,0,0,1,717.8
1,1,0,1,0,1,1,0,0,1,1,1,0,0,715.87
0,0,1,1,1,1,0,0,1,0,0,0,0,1,706.84
0,0,1,0,0,0,0,0,1,1,1,1,0,0,714.3
0,0,1,0,0,1,0,0,0,0,1,0,1,0,707.15
1,0,1,0,0,1,1,0,0,1,1,0,0,0,714.59
1,0,0,1,0,0,1,0,1,0,1,1,0,1,708.97
0,0,1,1,1,0,1,0,0,1,1,0,1,0,703.8
1,1,1,1,0,1,1,0,0,0,1,0,1,1,705.48
1,1,0,1,1,1,0,1,0,0,1,1,1,1,708.72
0,1,0,1,1,0,1,0,1,0,0,0,0,0,724.99
1,0,0,0,1,0,1,1,1,0,0,1,1,1,723.43
0,0,1,0,1,1,1,0,0,0,0,1,1,0,715.26
1,0,1,0,0,1,1,0,0,0,1,0,1,0,716.59
0,0,0,0,1,1,0,1,1,1,1,1,0,1,726.82
0,0,0,1,0,1,1,0,0,1,0,0,1,1,715.73
1,1,0,1,0,0,0,0,1,1,1,1,0,0,713.01
0,1,1,1,0,1,0,1,1,0,1,1,1,1,717.38
0,1,1,1,0,1,1,1,0,0,0,1,1,1,721.23
1,0,0,0,0,0,1,0,0,1,0,1,1,0,716.44
1,1,1,0,1,1,1,1,0,0,0,0,1,1,705.57
1,1,1,1,0,0,0,1,1,0,1,0,0,0,716.25
0,0,0,1,0,0,1,1,1,1,0,1,0,0,716.63
0,0,1,1,0,1,0,0,0,1,1,0,1,0,712.05
0,0,0,1,1,0,0,1,0,1,0,1,1,1,715.11
1,1,0,1,1,1,0,1,0,0,1,0,0,1,711.36
1,0,1,1,1,1,1,1,0,1,0,0,0,1,723.08
0,0,1,0,1,0,1,0,1,0,0,0,1,0,705.75
0,1,0,0,0,1,0,0,0,0,0,1,1,0,716.67
0,0,1,0,1,0,0,0,0,1,1,0,0,0,714.03
1,1,0,1,0,1,1,0,1,0,0,0,1,1,706.17
1,0,0,1,0,0,0,1,1,0,1,0,1,1,721.87
1,1,0,1,1,0,1,0,0,1,1,0,0,1,715.96
0,0,0,0,1,0,0,0,1,1,1,0,1,1,713.1
0,1,1,0,0,0,0,1,0,1,0,1,1,1,725.11
1,0,1,0,0,1,0,0,1,0,1,0,0,0,707.92
0,1,0,1,1,1,0,0,1,0,1,0,0,0,714.86
0,1,1,0,0,0,1,0,0,1,1,0,1,1,704.7
1,0,0,1,1,0,1,1,0,1,0,1,1,1,722.04
1,0,1,1,0,1,0,1,1,0,1,1,1,1,720.12
0,0,1,1,1,0,1,1,1,1,1,0,1,1,717.84
1,0,1,1,1,0,1,1,1,0,0,0,0,0,715.31
1,0,1,1,1,1,0,0,0,0,1,0,1,0,707.65
0,0,1,0,0,0,1,1,0,1,0,1,1,0,718.56
1,1,1,0,1,1,1,1,0,0,0,1,1,1,720.96
0,1,0,1,0,1,1,0,1,0,1,0,1,1,709.84
0,1,1,1,0,0,0,0,1,1,1,0,0,0,709.75
0,1,0,1,0,1,0,1,0,0,0,0,1,1,706.52
1,1,0,0,1,0,0,1,0,0,0,1,1,0,722.36
0,1,0,1,1,0,0,0,1,0,1,0,0,1,708.19
0,1,1,0,0,1,1,0,0,1,0,0,0,0,710.81
0,0,1,1,1,1,1,0,0,1,0,1,1,1,728.42
1,0,1,1,1,1,0,1,0,1,0,0,0,1,718.17
1,1,1,0,1,0,1,0,1,1,0,0,0,0,708.9
1,0,0,0,1,1,0,1,1,0,1,1,1,1,716.34
0,1,1,0,1,1,1,1,1,1,1,0,1,1,703.57
0,0,1,0,1,1,1,1,1,0,1,1,0,1,723.93
0,0,1,1,1,0,0,1,1,1,0,1,1,1,714.29
0,0,0,0,1,0,1,1,0,1,0,0,0,0,713.4
1,1,1,1,1,1,1,1,0,0,0,0,1,1,722.45
0,0,1,1,0,0,0,1,1,0,0,0,1,1,711.59
0,0,1,0,1,1,1,0,1,1,1,1,0,0,716.36
0,1,0,1,1,0,0,0,1,1,0,0,1,1,707.0
0,0,1,1,1,0,1,0,0,1,1,1,1,0,728.1
0,0,0,1,0,0,0,0,1,0,1,1,0,1,715.54
0,0,0,0,0,1,1,0,1,1,1,0,0,1,717.41
1,0,1,1,1,1,0,1,1,1,0,1,1,0,717.56
1,0,0,0,1,0,1,1,0,0,1,0,1,0,712.3
1,0,0,0,1,0,1,0,1,0,1,0,1,0,715.43
0,0,0,1,0,1,1,1,0,0,1,1,1,0,722.0
1,1,0,1,1,1,0,1,1,0,0,1,0,1,722.72
0,1,0,0,0,1,1,1,0,1,0,0,1,0,707.97
1,1,1,0,0,1,1,1,1,1,0,1,1,1,711.63
1,1,0,1,1,0,1,1,0,1,0,0,0,1,723.3
0,1,1,0,0,1,0,1,0,0,1,1,0,1,710.12
1,1,1,0,0,1,0,1,0,1,1,1,0,0,716.22
1,1,0,1,1,1,1,0,0,0,1,0,1,0,714.12
1,0,0,0,0,0,1,0,0,1,0,1,1,1,717.45
1,1,0,1,1,0,1,1,0,1,0,1,0,1,724.61
0,1,1,0,0,1,0,0,1,1,0,0,1,1,720.57
1,1,1,1,1,1,1,0,1,1,1,0,0,0,708.85
1,1,1,0,1,1,1,0,1,1,0,0,1,1,720.77
0,0,1,0,1,1,1,1,1,0,0,1,1,1,718.26
1,0,0,1,1,1,1,1,1,1,0,1,0,1,721.47
1,0,1,1,1,0,0,0,1,1,0,0,1,1,712.5
1,0,0,1,1,1,1,0,1,1,1,1,1,0,729.54
0,0,1,1,1,0,1,1,1,1,0,1,0,0,715.32
1,0,0,0,0,0,1,0,1,1,0,0,0,1,711.11
0,1,0,0,1,0,1,0,1,0,0,0,1,0,718.3
1,0,0,1,1,1,0,1,0,0,0,1,1,1,722.74
0,0,1,0,0,1,1,1,1,0,0,0,0,1,714.21
1,1,0,1,1,0,1,1,0,0,1,0,0,0,710.04
0,1,0,0,1,1,1,1,1,0,1,1,0,1,720.63
1,0,1,0,1,0,1,1,1,1,1,0,0,1,707.71
1,0,0,0,1,0,1,1,1,0,1,0,0,1,707.67
0,0,1,1,1,0,1,0,1,1,1,1,0,1,713.87
1,1,1,1,0,0,0,0,0,0,0,0,1,0,718.8
0,1,1,1,1,0,0,1,0,0,0,0,1,1,728.17
1,1,0,1,1,0,1,0,1,0,1,1,0,1,711.32
1,0,1,0,1,1,1,0,1,0,1,1,0,1,719.84
0,0,0,1,0,1,0,0,1,0,0,1,0,0,721.83
0,0,0,1,0,0,1,0,1,0,0,0,0,1,711.34
0,1,1,1,1,0,0,0,1,0,1,1,0,0,709.21
0,1,0,1,0,0,0,0,1,1,1,1,1,0,719.2
0,0,0,1,1,1,0,1,1,1,1,1,1,1,718.06
1,1,1,0,0,0,1,1,0,1,1,1,0,0,719.4
0,1,0,0,0,1,1,1,0,0,1,0,1,0,714.88
1,1,0,1,0,0,0,0,0,0,0,0,1,0,718.77
0,0,1,1,0,0,1,0,1,1,1,1,1,1,727.23
1,1,1,1,1,0,1,0,1,0,1,1,1,1,708.06
1,0,1,1,1,0,0,0,0,1,1,1,0,1,719.5
0,0,0,1,0,0,1,0,1,1,0,0,0,1,716.46
1,0,0,1,0,1,0,0,1,0,1,1,1,1,720.17
1,1,0,0,1,0,1,0,0,0,0,0,1,1,712.95
0,1,1,0,0,1,0,0,0,1,1,1,0,1,721.95
1,1,1,0,0,0,0,0,1,0,0,0,0,1,715.04
0,0,1,0,1,1,0,0,0,0,1,0,0,1,716.2
1,1,1,1,0,1,1,0,0,1,1,0,1,1,707.64
0,1,0,0,1,1,0,0,0,1,1,1,0,0,725.33
0,0,0,1,0,0,0,0,0,1,1,0,0,1,714.78
0,0,1,1,1,1,1,0,0,0,1,1,1,1,726.18
0,0,1,1,0,1,0,1,1,1,1,1,0,1,709.37
0,0,1,0,1,0,1,0,1,1,0,1,0,0,720.5
1,1,1,0,0,1,0,1,0,1,0,0,1,0,724.45
0,1,1,0,0,0,0,1,0,1,1,1,1,1,712.76
0,0,0,1,1,1,0,0,0,1,1,1,1,0,721.16
0,1,0,0,0,1,1,0,1,1,1,1,1,0,711.69
1,1,0,1,0,0,1,1,1,0,1,0,1,0,710.23
1,0,1,0,1,0,1,0,0,1,1,1,1,1,723.58
1,1,0,0,0,1,0,1,0,1,1,0,1,0,715.88
1,1,0,1,1,1,0,0,1,1,1,1,1,0,718.48
0,1,1,1,0,0,0,1,1,1,1,1,0,0,715.51
0,1,1,1,0,1,0,0,0,0,0,0,0,0,713.75
1,0,1,0,0,0,1,0,0,0,1,0,1,0,713.73
1,0,0,0,1,0,1,1,0,1,0,0,0,1,711.82
0,0,1,0,0,1,0,0,0,0,0,0,1,1,713.91
0,1,0,0,1,0,0,0,0,1,0,0,1,1,709.55
0,0,1,0,1,0,1,1,0,0,1,1,0,0,719.49
1,1,0,1,0,0,0,1,0,1,1,1,0,1,717.38
0,0,1,0,0,1,0,0,1,0,0,1,0,1,724.22
0,0,0,1,0,1,1,0,0,0,1,1,0,0,719.57
0,0,1,1,1,0,0,0,1,0,0,0,0,1,721.2
0,1,0,1,1,0,0,0,1,0,1,0,0,0,712.94
1,0,0,0,0,0,1,0,1,0,1,1,1,1,718.22
0,0,0,1,0,0,0,0,0,0,1,0,0,0,714.65
1,1,1,1,0,0,0,0,1,1,1,1,1,0,712.18
0,0,0,0,0,0,1,1,0,0,0,0,1,1,713.97
0,1,0,0,0,1,1,0,1,0,1,1,0,0,711.51
0,0,0,0,1,1,0,1,1,1,0,0,0,0,717.47
0,0,1,0,0,0,1,1,1,0,0,0,0,1,716.3
0,0,1,0,1,0,1,0,0,0,1,1,1,1,724.77
0,0,1,1,0,1,1,1,1,0,0,0,1,0,712.91
0,0,1,0,1,1,0,1,0,1,0,0,1,1,712.46
1,1,0,1,0,0,0,0,0,0,0,1,1,0,712.24
0,1,1,0,0,0,1,0,1,1,0,0,0,0,721.54
1,1,0,1,1,1,0,0,0,1,0,0,0,1,721.31
1,0,1,0,1,1,0,0,1,1,1,0,1,1,719.05
1,0,0,0,1,1,1,0,0,1,1,0,1,1,715.72
1,1,1,0,1,0,1,0,1,1,1,0,0,0,710.48
1,1,0,1,0,0,1,0,0,0,1,0,1,1,710.04
1,1,1,0,0,1,1,0,1,0,0,0,0,0,705.6
1,1,0,0,0,0,0,1,1,0,0,1,1,0,719.65
0,0,1,1,0,0,1,1,0,0,0,1,1,1,715.07
0,1,0,1,0,1,0,1,1,1,1,1,0,1,723.22
0,1,1,0,1,1,0,1,0,1,0,0,1,1,714.88
1,1,1,0,0,1,0,0,0,1,0,1,1,0,716.59
1,0,1,0,0,1,0,0,1,0,1,1,1,1,708.57
1,1,0,1,0,1,0,0,0,1,0,0,1,0,708.67
0,0,1,1,0,1,1,0,0,1,0,1,1,0,712.88
0,1,0,0,1,0,1,1,0,1,0,1,1,1,716.73
0,1,0,1,0,0,0,1,0,1,1,1,0,1,715.08
1,0,1,1,1,0,0,0,1,1,1,0,1,1,708.4
0,1,0,0,0,0,1,0,0,1,1,1,0,1,717.57
0,0,0,1,0,1,1,0,1,1,1,1,1,1,723.72
1,0,0,0,0,1,0,0,1,0,0,1,1,0,720.92
0,0,0,0,0,1,0,0,1,1,1,0,0,1,715.32
1,0,1,1,0,0,1,1,0,1,1,1,1,1,719.42
0,0,0,0,1,0,1,1,0,0,1,1,0,0,709.42
0,1,1,1,1,0,1,1,0,1,1,0,1,0,716.18
0,1,1,0,1,0,1,0,1,0,0,1,1,1,722.91
1,1,0,1,0,1,0,0,1,0,1,0,1,1,709.66
0,0,1,1,1,0,1,1,0,0,0,1,1,1,713.44
1,1,1,0,0,0,0,1,1,0,0,0,1,0,717.8
0,0,0,1,0,1,1,1,1,0,0,1,0,1,714.86
1,1,0,0,0,0,1,0,1,1,1,0,0,1,714.09
0,1,1,0,1,0,0,1,1,0,0,0,0,1,703.29
1,1,0,1,0,1,1,0,0,1,1,1,0,1,709.07
1,1,1,0,1,0,1,0,1,0,0,1,0,0,713.97
0,1,1,0,1,0,0,1,1,1,0,0,0,0,717.69
1,1,0,0,0,0,1,1,0,1,0,0,1,1,708.1
0,1,1,0,1,0,1,1,1,1,0,0,0,1,711.93
0,0,1,0,1,1,0,1,0,0,0,1,1,0,720.65
0,1,0,1,1,1,1,0,1,1,1,1,0,1,716.05
0,0,1,1,0,0,0,0,1,1,0,0,0,0,715.38
1,1,0,0,0,1,0,0,1,0,1,1,0,1,727.58
0,1,0,1,0,1,1,0,1,1,0,0,1,0,718.0
0,0,1,1,0,0,0,1,1,0,1,1,1,0,716.3
0,0,1,1,0,1,0,1,1,0,1,1,0,1,719.42
0,1,0,0,0,1,0,0,1,0,1,0,0,1,709.47
1,0,1,0,0,1,0,1,1,1,0,1,1,1,718.69
0,1,1,1,1,0,0,0,1,0,0,0,0,0,713.37
1,1,0,1,0,1,0,1,0,1,1,0,1,1,711.64
1,1,1,1,1,1,0,1,1,0,0,1,1,0,717.02
0,1,0,1,0,0,0,1,0,0,1,0,0,0,707.03
0,1,0,0,1,0,1,1,1,0,1,1,1,1,716.43
1,1,0,1,0,1,0,0,0,0,0,0,0,1,717.62
0,1,1,0,1,0,1,0,1,0,0,1,1,0,717.35
0,0,0,0,0,1,1,1,0,0,0,0,0,1,713.56
0,1,1,0,0,1,1,1,0,0,0,0,1,1,723.03
1,0,0,1,1,1,0,1,1,0,1,1,1,1,719.85
0,1,0,0,1,1,1,0,0,1,0,0,1,1,711.95
1,0,0,1,1,0,0,0,0,1,0,1,0,1,723.34
0,1,0,0,0,0,0,1,1,0,1,0,0,1,711.6
1,1,1,0,0,1,1,0,0,0,1,0,0,1,707.34
0,1,0,1,0,1,1,0,0,0,1,0,1,0,715.09
1,1,1,0,0,1,0,1,1,1,1,1,0,0,714.05
1,1,0,1,0,1,0,0,1,1,1,0,0,1,719.19
0,0,0,0,1,0,0,1,0,1,1,1,0,1,718.13
1,1,0,1,0,1,0,0,0,0,0,1,0,0,720.07
1,1,1,0,0,1,1,1,0,1,0,0,0,0,711.86
1,1,1,1,0,0,0,0,1,0,0,0,1,0,717.54
1,0,1,1,0,1,0,1,1,1,0,1,0,0,716.12
1,0,0,1,1,1,1,1,0,0,1,1,0,1,716.26
0,0,1,1,0,1,0,1,0,1,1,1,1,0,718.61
1,1,1,0,0,1,0,0,0,1,0,0,1,0,720.7
0,0,1,1,0,0,0,0,0,1,0,0,0,0,722.46
1,1,0,0,0,1,0,0,0,0,1,0,0,1,716.68
0,1,0,1,0,1,0,1,0,0,0,0,0,0,718.25
0,1,1,1,1,1,0,0,1,0,0,1,0,0,729.43
1,0,1,1,1,0,1,0,1,0,1,0,0,1,717.77
0,0,1,1,0,1,1,1,1,0,0,1,0,1,717.75
1,1,1,1,0,0,0,0,0,1,1,1,0,0,727.54
1,1,1,1,1,1,1,0,0,0,0,0,0,0,713.65
0,0,1,0,0,0,0,0,0,0,1,0,1,0,719.19
0,1,1,0,1,1,1,0,0,0,1,0,1,1,711.69
0,0,1,1,1,0,0,0,0,0,0,1,1,0,721.04
1,0,1,1,0,1,1,1,1,0,0,0,1,1,709.57
1,1,0,0,1,0,0,1,1,1,0,0,0,0,725.17
0,1,0,1,0,0,0,1,1,0,0,1,0,1,717.99
1,0,0,0,1,0,1,0,1,0,0,1,0,1,718.71
1,1,0,0,0,1,0,0,1,0,1,0,0,1,709.58
1,0,0,1,0,0,0,1,0,1,1,0,1,0,709.67
0,0,1,1,1,0,0,0,0,0,1,1,0,0,713.82
0,0,0,1,0,1,1,0,1,0,1,0,0,0,704.08
1,1,0,1,1,0,0,0,0,1,0,1,0,1,715.12
0,0,0,0,0,1,1,1,1,0,0,0,0,0,721.46
0,1,1,0,0,1,0,1,0,0,0,0,1,1,718.95
0,0,0,0,0,1,0,1,1,1,0,1,1,0,718.09
1,1,0,0,1,1,0,0,0,1,0,0,1,1,712.64
1,1,0,0,0,1,0,0,1,0,0,1,1,1,715.86
0,1,1,0,1,0,0,0,0,1,0,1,0,1,726.88
1,0,0,0,0,1,1,0,1,0,0,1,0,0,718.15
0,0,1,0,1,1,0,0,1,0,1,1,0,1,715.11
0,1,1,1,0,1,0,0,1,0,1,1,0,0,718.59
0,1,1,1,0,1,1,0,0,1,0,0,1,0,715.02
1,1,1,0,1,1,1,1,0,0,0,0,1,1,720.36
0,1,0,0,0,1,0,0,0,0,0,0,1,1,707.3
0,0,1,0,0,0,1,1,1,1,1,0,0,1,706.82
1,1,0,1,1,1,1,0,0,1,1,0,0,0,713.78
0,1,0,1,0,1,1,1,0,0,0,1,0,0,726.12
1,0,1,1,0,0,1,1,1,0,1,1,0,0,713.89
1,0,0,1,0,0,0,0,0,0,1,0,0,1,705.75
1,1,0,1,0,0,1,1,1,0,0,1,0,0,721.04
1,0,1,1,0,0,0,1,1,0,0,1,0,0,713.45
0,1,0,1,1,1,0,1,0,1,1,0,0,1,713.84
1,1,0,1,1,1,0,1,1,0,0,0,1,0,712.85
1,1,1,1,1,1,0,0,1,0,0,1,1,0,727.38
1,0,1,0,1,0,1,0,1,0,0,1,0,0,711.74
0,0,0,1,1,0,0,1,0,0,0,1,1,1,720.26
0,0,1,0,0,0,0,1,0,0,0,1,0,0,715.24
1,0,1,1,0,1,0,0,0,1,0,0,0,0,724.32
0,0,0,0,1,1,1,1,0,0,0,0,0,0,711.65
1,0,0,1,0,0,0,0,0,1,1,1,0,0,722.59
1,1,1,0,1,0,1,1,0,1,1,0,1,0,711.52
0,1,0,0,0,1,0,1,0,1,1,1,0,0,719.33
1,0,1,1,0,1,1,1,0,1,1,1,0,1,714.69
1,0,0,0,0,0,0,1,0,1,0,1,0,1,726.88
0,0,1,1,1,0,1,1,0,1,0,0,1,1,709.21
0,0,1,1,1,1,0,1,0,1,1,1,0,0,709.27
